installment_id,order_id,user_id,merchant_id,installment_number,due_date,paid_date,status,late_days,anchor_date,late_days_final,is_late,signup_date,kyc_level,user_city,account_status,account_age_days,kyc_level_num,account_status_num,user_trust_score,late_payment_rate_90d,avg_late_days_90d,max_late_days_90d,on_time_payment_rate_90d,num_active_plans,repayment_severity_score,load_pressure_score,total_orders_30d,avg_order_amount_30d,max_order_amount_30d,sum_order_amount_30d,spend_pressure_score,currency,dispute_count_90d,refund_count_90d,context_friction_score,checkout_start_30d,checkout_success_30d,checkout_abandon_30d,checkout_abandon_rate_30d,checkout_friction_score,merchant_name,category,city_merchant,merchant_status,merchant_status_num,merchant_dispute_rate_90d,merchant_refund_rate_90d,merchant_risk_score
inst_0000022,order_000017,user_00006,merchant_0025,1,2026-01-09,2026-01-08,paid,0.0,2026-01-09,0.0,0,2025-10-25,full,Rabat,active,76,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,2,2344.0,2933.0,4688.0,5.229918090689,MAD,0,0,0.0,2,2,0,0.0,0.0,Merchant 25,home,Casablanca,active,1,0.16666666666666666,0.08333333333333333,0.41666666666666663
inst_0000023,order_000017,user_00006,merchant_0025,2,2026-02-08,2026-02-06,paid,0.0,2026-02-08,0.0,0,2025-10-25,full,Rabat,active,106,2,1,2.5,0.0,0.0,0.0,1.0,1,0.0,0.6931471805599453,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 25,home,Casablanca,active,1,0.16666666666666666,0.08333333333333333,0.41666666666666663
inst_0000024,order_000017,user_00006,merchant_0025,3,2026-03-10,2026-03-10,paid,0.0,2026-03-10,0.0,0,2025-10-25,full,Rabat,active,136,2,1,2.5,0.07692307692307693,24.0,24.0,0.9230769230769231,2,2.430136154330817,1.0986122886681098,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 25,home,Casablanca,active,1,0.0,0.0,0.0
inst_0000025,order_000018,user_00006,merchant_0006,1,2026-01-24,2026-01-24,paid,0.0,2026-01-24,0.0,0,2025-10-25,full,Rabat,active,91,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,1,2933.0,2933.0,2933.0,5.067732047445734,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 6,home,Rabat,active,1,0.041666666666666664,0.041666666666666664,0.125
inst_0000026,order_000018,user_00006,merchant_0006,2,2026-02-23,2026-03-19,late,24.0,2026-02-23,24.0,1,2025-10-25,full,Rabat,active,121,2,1,2.5,0.0,0.0,0.0,1.0,1,0.0,0.6931471805599453,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 6,home,Rabat,active,1,0.07692307692307693,0.038461538461538464,0.19230769230769232
inst_0000027,order_000018,user_00006,merchant_0006,3,2026-03-25,2026-03-25,paid,0.0,2026-03-25,0.0,0,2025-10-25,full,Rabat,active,151,2,1,2.5,0.07692307692307693,24.0,24.0,0.9230769230769231,1,2.430136154330817,0.6931471805599453,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 6,home,Rabat,active,1,0.1111111111111111,0.1111111111111111,0.3333333333333333
inst_0000028,order_000019,user_00006,merchant_0051,1,2025-12-18,2025-12-16,paid,0.0,2025-12-18,0.0,0,2025-10-25,full,Rabat,active,54,2,1,2.5,,,,,0,0.8,0.0,4,1875.0,3708.0,7500.0,5.574885711467394,MAD,0,0,0.0,4,4,0,0.0,0.0,Merchant 51,home,Rabat,active,1,0.0,0.0,0.0
inst_0000029,order_000019,user_00006,merchant_0051,2,2026-01-17,2026-01-16,paid,0.0,2026-01-17,0.0,0,2025-10-25,full,Rabat,active,84,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,1,2933.0,2933.0,2933.0,5.067732047445734,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 51,home,Rabat,active,1,0.0,0.0,0.0
inst_0000030,order_000019,user_00006,merchant_0051,3,2026-02-16,2026-02-16,paid,0.0,2026-02-16,0.0,0,2025-10-25,full,Rabat,active,114,2,1,2.5,0.0,0.0,0.0,1.0,1,0.0,0.6931471805599453,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 51,home,Rabat,active,1,0.0,0.0,0.0
inst_0000031,order_000020,user_00006,merchant_0096,1,2026-01-03,2026-01-03,paid,0.0,2026-01-03,0.0,0,2025-10-25,full,Rabat,active,70,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,3,2033.0,2933.0,6099.0,5.344990919669712,MAD,0,0,0.0,3,3,0,0.0,0.0,Merchant 96,travel,Rabat,active,1,0.0,0.0,0.0
inst_0000033,order_000020,user_00006,merchant_0096,3,2026-03-04,2026-03-02,paid,0.0,2026-03-04,0.0,0,2025-10-25,full,Rabat,active,130,2,1,2.5,0.08333333333333333,24.0,24.0,0.9166666666666666,2,2.4448797440744072,1.0986122886681098,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 96,travel,Rabat,active,1,0.1111111111111111,0.05555555555555555,0.2777777777777778
inst_0000034,order_000021,user_00007,merchant_0013,1,2026-03-28,2026-03-28,paid,0.0,2026-03-28,0.0,0,2025-12-04,full,Marrakech,active,114,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,1,1546.0,1546.0,1546.0,4.683702582567817,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 13,fashion,Rabat,active,1,0.0,0.0,0.0
inst_0000035,order_000021,user_00007,merchant_0013,2,2026-04-27,2026-04-25,paid,0.0,2026-04-27,0.0,0,2025-12-04,full,Marrakech,active,144,2,1,2.5,0.2,10.0,10.0,0.8,2,2.1385266909588596,1.0986122886681098,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 13,fashion,Rabat,active,1,0.0,0.0,0.0
inst_0000036,order_000021,user_00007,merchant_0013,3,2026-05-27,2026-05-26,paid,0.0,2026-05-27,0.0,0,2025-12-04,full,Marrakech,active,174,2,1,2.5,0.125,10.0,10.0,0.875,2,1.9660266909588595,1.0986122886681098,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 13,fashion,Rabat,active,1,0.0,0.0,0.0
inst_0000037,order_000022,user_00007,merchant_0095,1,2026-03-24,2026-03-23,paid,0.0,2026-03-24,0.0,0,2025-12-04,full,Marrakech,active,110,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,2,2094.0,2642.0,4188.0,5.167246864229817,MAD,0,0,0.0,2,2,0,0.0,0.0,Merchant 95,electronics,Rabat,active,1,0.0,0.0,0.0
inst_0000038,order_000022,user_00007,merchant_0095,2,2026-04-23,2026-05-03,late,10.0,2026-04-23,10.0,1,2025-12-04,full,Marrakech,active,140,2,1,2.5,0.0,0.0,0.0,1.0,1,0.0,0.6931471805599453,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 95,electronics,Rabat,active,1,0.0,0.0,0.0
inst_0000040,order_000023,user_00007,merchant_0041,1,2026-03-06,2026-03-06,paid,0.0,2026-03-06,0.0,0,2025-12-04,full,Marrakech,active,92,2,1,2.5,,,,,0,0.8,0.0,3,1955.3333333333333,2642.0,5866.0,5.282319693210529,MAD,0,0,0.0,3,3,0,0.0,0.0,Merchant 41,electronics,Casablanca,active,1,0.0,0.0,0.0
inst_0000042,order_000023,user_00007,merchant_0041,3,2026-05-05,2026-05-04,paid,0.0,2026-05-05,0.0,0,2025-12-04,full,Marrakech,active,152,2,1,2.5,0.16666666666666666,10.0,10.0,0.8333333333333334,1,2.0618600242921925,0.6931471805599453,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 41,electronics,Casablanca,active,1,0.3333333333333333,0.3333333333333333,1.0
inst_0000043,order_000026,user_00008,merchant_0118,1,2025-12-13,2025-12-13,paid,0.0,2025-12-13,0.0,0,2025-10-24,basic,Marrakech,active,50,1,1,2.0,,,,,0,0.8,0.0,1,1126.0,1126.0,1126.0,4.493647580647844,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 118,travel,Casablanca,active,1,0.0,0.0,0.0
inst_0000044,order_000026,user_00008,merchant_0118,2,2026-01-12,2026-01-30,late,18.0,2026-01-12,18.0,1,2025-10-24,basic,Marrakech,active,80,1,1,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,484.0,484.0,484.0,3.987748206786468,MAD,0,0,0.0,1,0,1,1.0,2.6931471805599454,Merchant 118,travel,Casablanca,active,1,0.0,0.0,0.0
inst_0000045,order_000026,user_00008,merchant_0118,3,2026-02-11,2026-02-15,late,4.0,2026-02-11,4.0,1,2025-10-24,basic,Marrakech,active,110,1,1,2.0,0.5,18.0,18.0,0.5,0,3.211107285416508,0.0,1,3667.0,3667.0,3667.0,5.201699972249791,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 118,travel,Casablanca,active,1,0.0,0.0,0.0
inst_0000047,order_000028,user_00009,merchant_0105,2,2026-02-09,2026-02-08,paid,0.0,2026-02-09,0.0,0,2025-10-20,basic,Casablanca,active,112,1,1,2.0,0.5,22.0,22.0,0.5,2,3.3448459511504045,1.0986122886681098,1,2919.0,2919.0,2919.0,5.064862209381374,MAD,1,1,1.5,1,1,0,0.0,0.0,Merchant 105,travel,Rabat,active,1,0.0,0.0,0.0
inst_0000048,order_000028,user_00009,merchant_0105,3,2026-03-11,2026-03-10,paid,0.0,2026-03-11,0.0,0,2025-10-20,basic,Casablanca,active,142,1,1,2.0,0.5,18.0,22.0,0.5,2,3.24931833276905,1.0986122886681098,0,,,,0.0,MAD,1,1,1.5,0,0,0,0.0,0.0,Merchant 105,travel,Rabat,active,1,0.0,0.0,0.0
inst_0000049,order_000029,user_00009,merchant_0050,1,2026-01-28,2026-02-19,late,22.0,2026-01-28,22.0,1,2025-10-20,basic,Casablanca,active,100,1,1,2.0,0.0,0.0,0.0,1.0,1,0.0,0.6931471805599453,2,1617.5,2919.0,3235.0,5.22704825262464,MAD,1,0,1.0,2,2,0,0.0,0.0,Merchant 50,home,Casablanca,active,1,0.21428571428571427,0.07142857142857142,0.5
inst_0000050,order_000029,user_00009,merchant_0050,2,2026-02-27,2026-03-13,late,14.0,2026-02-27,14.0,1,2025-10-20,basic,Casablanca,active,130,1,1,2.0,0.3333333333333333,22.0,22.0,0.6666666666666666,1,2.961512617817071,0.6931471805599453,0,,,,0.0,MAD,1,1,1.5,0,0,0,0.0,0.0,Merchant 50,home,Casablanca,active,1,0.14285714285714285,0.14285714285714285,0.42857142857142855
inst_0000052,order_000032,user_00010,merchant_0110,1,2026-01-23,2026-01-21,paid,0.0,2026-01-23,0.0,0,2025-12-16,full,Rabat,active,38,2,1,2.5,,,,,0,0.8,0.0,3,1513.3333333333333,2209.0,4540.0,5.174966421155035,MAD,0,0,0.0,3,2,1,0.3333333333333333,1.359813847226612,Merchant 110,electronics,Rabat,active,1,0.08,0.08,0.24
inst_0000053,order_000032,user_00010,merchant_0110,2,2026-02-22,2026-02-20,paid,0.0,2026-02-22,0.0,0,2025-12-16,full,Rabat,active,68,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 110,electronics,Rabat,active,1,0.15,0.1,0.4
inst_0000054,order_000032,user_00010,merchant_0110,3,2026-03-24,2026-04-05,late,12.0,2026-03-24,12.0,1,2025-12-16,full,Rabat,active,98,2,1,2.5,0.0,0.0,0.0,1.0,1,0.0,0.6931471805599453,2,2870.5,3242.0,5741.0,5.289997379251635,MAD,0,0,0.0,2,2,0,0.0,0.0,Merchant 110,electronics,Rabat,active,1,0.2,0.2,0.6000000000000001
inst_0000055,order_000033,user_00010,merchant_0102,1,2026-01-24,2026-01-23,paid,0.0,2026-01-24,0.0,0,2025-12-16,full,Rabat,active,39,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,2,1529.0,2209.0,3058.0,5.059893592174323,MAD,0,0,0.0,2,1,1,0.5,1.6931471805599454,Merchant 102,electronics,Casablanca,active,1,0.0,0.0,0.0
inst_0000056,order_000033,user_00010,merchant_0102,2,2026-02-23,2026-02-21,paid,0.0,2026-02-23,0.0,0,2025-12-16,full,Rabat,active,69,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 102,electronics,Casablanca,active,1,0.0,0.0,0.0
inst_0000057,order_000033,user_00010,merchant_0102,3,2026-03-25,2026-03-24,paid,0.0,2026-03-25,0.0,0,2025-12-16,full,Rabat,active,99,2,1,2.5,0.14285714285714285,12.0,12.0,0.8571428571428571,2,2.1240359787945042,1.0986122886681098,2,2870.5,3242.0,5741.0,5.289997379251635,MAD,0,0,0.0,2,2,0,0.0,0.0,Merchant 102,electronics,Casablanca,active,1,0.0,0.0,0.0
inst_0000058,order_000035,user_00010,merchant_0067,1,2026-04-13,2026-04-13,paid,0.0,2026-04-13,0.0,0,2025-12-16,full,Rabat,active,118,2,1,2.5,0.125,12.0,12.0,0.875,1,2.0829645502230756,0.6931471805599453,1,3242.0,3242.0,3242.0,5.127811336008369,MAD,1,1,1.5,1,1,0,0.0,0.0,Merchant 67,fashion,Rabat,active,1,0.75,0.5,2.0
inst_0000059,order_000035,user_00010,merchant_0067,2,2026-05-13,2026-05-13,paid,0.0,2026-05-13,0.0,0,2025-12-16,full,Rabat,active,148,2,1,2.5,0.125,12.0,12.0,0.875,1,2.0829645502230756,0.6931471805599453,0,,,,0.0,MAD,1,1,1.5,0,0,0,0.0,0.0,Merchant 67,fashion,Rabat,active,1,0.5,0.5,1.5
inst_0000060,order_000035,user_00010,merchant_0067,3,2026-06-12,2026-06-10,paid,0.0,2026-06-12,0.0,0,2025-12-16,full,Rabat,active,178,2,1,2.5,0.16666666666666666,12.0,12.0,0.8333333333333334,1,2.1787978835564092,0.6931471805599453,0,,,,0.0,MAD,1,1,1.5,0,0,0,0.0,0.0,Merchant 67,fashion,Rabat,active,1,1.0,1.0,3.0
inst_0000061,order_000036,user_00010,merchant_0033,1,2026-02-19,2026-02-17,paid,0.0,2026-02-19,0.0,0,2025-12-16,full,Rabat,active,65,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,1,849.0,849.0,849.0,4.324400681914596,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 33,travel,Rabat,active,1,0.0,0.0,0.0
inst_0000063,order_000036,user_00010,merchant_0033,3,2026-04-20,2026-04-20,paid,0.0,2026-04-20,0.0,0,2025-12-16,full,Rabat,active,125,2,1,2.5,0.1111111111111111,12.0,12.0,0.8888888888888888,1,2.0510201057786315,0.6931471805599453,0,,,,0.0,MAD,1,1,1.5,0,0,0,0.0,0.0,Merchant 33,travel,Rabat,active,1,0.0,0.0,0.0
inst_0000064,order_000037,user_00011,merchant_0097,1,2026-02-13,2026-02-11,paid,0.0,2026-02-13,0.0,0,2025-11-21,full,Casablanca,active,84,2,1,2.5,0.25,8.0,8.0,0.75,1,2.113057204135354,0.6931471805599453,1,1798.0,1798.0,1798.0,4.774250612594298,MAD,1,0,1.0,1,1,0,0.0,0.0,Merchant 97,electronics,Marrakech,active,1,0.07142857142857142,0.07142857142857142,0.21428571428571427
inst_0000065,order_000037,user_00011,merchant_0097,2,2026-03-15,2026-03-13,paid,0.0,2026-03-15,0.0,0,2025-11-21,full,Casablanca,active,114,2,1,2.5,0.375,12.0,22.0,0.625,2,2.7720735219165986,1.0986122886681098,0,,,,0.0,MAD,1,0,1.0,0,0,0,0.0,0.0,Merchant 97,electronics,Marrakech,active,1,0.0,0.0,0.0
inst_0000066,order_000037,user_00011,merchant_0097,3,2026-04-14,2026-04-14,paid,0.0,2026-04-14,0.0,0,2025-11-21,full,Casablanca,active,144,2,1,2.5,0.2,14.0,22.0,0.8,1,2.441123943736935,0.6931471805599453,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,Merchant 97,electronics,Marrakech,active,1,0.0,0.0,0.0
inst_0000067,order_000038,user_00011,merchant_0096,1,2026-01-03,2026-01-11,late,8.0,2026-01-03,8.0,1,2025-11-21,full,Casablanca,active,43,2,1,2.5,,,,,0,0.8,0.0,3,3051.0,3515.0,9153.0,5.453565299730998,MAD,0,0,0.0,3,2,1,0.3333333333333333,1.359813847226612,Merchant 96,travel,Rabat,active,1,0.0,0.0,0.0
inst_0000069,order_000038,user_00011,merchant_0096,3,2026-03-04,2026-03-10,late,6.0,2026-03-04,6.0,1,2025-11-21,full,Casablanca,active,103,2,1,2.5,0.3333333333333333,15.0,22.0,0.6666666666666666,2,2.780059870972387,1.0986122886681098,0,,,,0.0,MAD,1,0,1.0,0,0,0,0.0,0.0,Merchant 96,travel,Rabat,active,1,0.1111111111111111,0.05555555555555555,0.2777777777777778
inst_0000070,order_000040,user_00011,merchant_0108,1,2026-01-23,2026-01-21,paid,0.0,2026-01-23,0.0,0,2025-11-21,full,Casablanca,active,63,2,1,2.5,1.0,8.0,8.0,0.0,0,3.838057204135354,0.0,4,2589.5,3515.0,10358.0,5.542822720256681,MAD,1,0,1.0,4,3,1,0.25,1.1931471805599454,Merchant 108,travel,Rabat,active,1,0.0,0.0,0.0
inst_0000071,order_000040,user_00011,merchant_0108,2,2026-02-22,2026-03-16,late,22.0,2026-02-22,22.0,1,2025-11-21,full,Casablanca,active,93,2,1,2.5,0.2,8.0,8.0,0.8,1,1.9980572041353537,0.6931471805599453,0,,,,0.0,MAD,1,0,1.0,0,0,0,0.0,0.0,Merchant 108,travel,Rabat,active,1,0.0,0.0,0.0
inst_0000072,order_000040,user_00011,merchant_0108,3,2026-03-24,2026-03-22,paid,0.0,2026-03-24,0.0,0,2025-11-21,full,Casablanca,active,123,2,1,2.5,0.3333333333333333,12.0,22.0,0.6666666666666666,1,2.676240188583265,0.6931471805599453,0,,,,0.0,MAD,1,0,1.0,0,0,0,0.0,0.0,Merchant 108,travel,Rabat,active,1,0.0,0.0,0.0
inst_0000073,order_000041,user_00011,merchant_0063,1,2026-02-06,2026-02-05,paid,0.0,2026-02-06,0.0,0,2025-11-21,full,Casablanca,active,77,2,1,2.5,0.3333333333333333,8.0,8.0,0.6666666666666666,1,2.3047238708020203,0.6931471805599453,2,2128.0,2458.0,4256.0,5.12395094079696,MAD,1,0,1.0,2,2,0,0.0,0.0,Merchant 63,travel,Marrakech,active,1,0.0,0.0,0.0
inst_0000074,order_000041,user_00011,merchant_0063,2,2026-03-08,2026-03-06,paid,0.0,2026-03-08,0.0,0,2025-11-21,full,Casablanca,active,107,2,1,2.5,0.42857142857142855,12.0,22.0,0.5714285714285714,3,2.895287807630884,1.3862943611198906,0,,,,0.0,MAD,1,0,1.0,0,0,0,0.0,0.0,Merchant 63,travel,Marrakech,active,1,0.0,0.0,0.0
inst_0000075,order_000041,user_00011,merchant_0063,3,2026-04-07,2026-04-05,paid,0.0,2026-04-07,0.0,0,2025-11-21,full,Casablanca,active,137,2,1,2.5,0.2222222222222222,14.0,22.0,0.7777777777777778,1,2.4922350548480456,0.6931471805599453,0,,,,0.0,MAD,1,0,1.0,0,0,0,0.0,0.0,Merchant 63,travel,Marrakech,active,1,0.0,0.0,0.0
inst_0000076,order_000042,user_00012,merchant_0010,1,2026-02-02,2026-01-31,paid,0.0,2026-02-02,0.0,0,2025-11-06,full,Casablanca,active,88,2,1,2.5,,,,,0,0.8,0.0,1,3957.0,3957.0,3957.0,5.247355347921484,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 10,travel,Casablanca,active,1,0.0,0.0,0.0
inst_0000077,order_000042,user_00012,merchant_0010,2,2026-03-04,2026-03-03,paid,0.0,2026-03-04,0.0,0,2025-11-06,full,Casablanca,active,118,2,1,2.5,0.0,0.0,0.0,1.0,0,0.0,0.0,1,1164.0,1164.0,1164.0,4.513544691823858,MAD,0,0,0.0,1,1,0,0.0,0.0,Merchant 10,travel,Casablanca,active,1,0.0,0.0,0.0
