checkout_event_id,order_id,user_id,event_type,event_date
chk_0000048,order_000028,user_00009,checkout_success,2025-12-11 00:03:00
chk_0000049,order_000029,user_00009,checkout_start,2025-12-29 00:00:00
chk_0000050,order_000029,user_00009,checkout_success,2025-12-29 00:03:00
chk_0000051,order_000030,user_00009,checkout_start,2025-12-18 00:00:00
chk_0000052,order_000030,user_00009,checkout_success,2025-12-18 00:03:00
chk_0000053,order_000031,user_00009,checkout_start,2026-01-17 00:00:00
chk_0000054,order_000031,user_00009,checkout_success,2026-01-17 00:03:00
chk_0000055,order_000032,user_00010,checkout_start,2025-12-24 00:00:00
chk_0000056,order_000032,user_00010,checkout_success,2025-12-24 00:03:00
chk_0000057,order_000033,user_00010,checkout_start,2025-12-25 00:00:00
chk_0000058,order_000033,user_00010,checkout_abandon,2025-12-25 00:02:00
chk_0000059,order_000034,user_00010,checkout_start,2026-02-27 00:00:00
chk_0000060,order_000034,user_00010,checkout_success,2026-02-27 00:03:00
chk_0000061,order_000035,user_00010,checkout_start,2026-03-14 00:00:00
chk_0000062,order_000035,user_00010,checkout_success,2026-03-14 00:03:00
chk_0000063,order_000036,user_00010,checkout_start,2026-01-20 00:00:00
chk_0000064,order_000036,user_00010,checkout_success,2026-01-20 00:03:00
chk_0000065,order_000037,user_00011,checkout_start,2026-01-14 00:00:00
chk_0000066,order_000037,user_00011,checkout_success,2026-01-14 00:03:00
chk_0000067,order_000038,user_00011,checkout_start,2025-12-04 00:00:00
chk_0000068,order_000038,user_00011,checkout_success,2025-12-04 00:03:00
chk_0000069,order_000039,user_00011,checkout_start,2025-12-29 00:00:00
chk_0000070,order_000039,user_00011,checkout_abandon,2025-12-29 00:02:00
chk_0000071,order_000040,user_00011,checkout_start,2025-12-24 00:00:00
chk_0000072,order_000040,user_00011,checkout_success,2025-12-24 00:03:00
chk_0000073,order_000041,user_00011,checkout_start,2026-01-07 00:00:00
chk_0000074,order_000041,user_00011,checkout_success,2026-01-07 00:03:00
chk_0000075,order_000042,user_00012,checkout_start,2026-01-03 00:00:00
chk_0000076,order_000042,user_00012,checkout_success,2026-01-03 00:03:00
chk_0000077,order_000043,user_00012,checkout_start,2026-02-03 00:00:00
chk_0000078,order_000043,user_00012,checkout_success,2026-02-03 00:03:00
chk_0000079,order_000044,user_00013,checkout_start,2026-03-02 00:00:00
chk_0000080,order_000044,user_00013,checkout_success,2026-03-02 00:03:00
chk_0000081,order_000045,user_00013,checkout_start,2026-02-03 00:00:00
chk_0000082,order_000045,user_00013,checkout_success,2026-02-03 00:03:00
chk_0000083,order_000046,user_00013,checkout_start,2025-12-11 00:00:00
chk_0000084,order_000046,user_00013,checkout_success,2025-12-11 00:03:00
chk_0000085,order_000047,user_00013,checkout_start,2026-02-28 00:00:00
chk_0000086,order_000047,user_00013,checkout_success,2026-02-28 00:03:00
chk_0000087,order_000048,user_00013,checkout_start,2026-01-13 00:00:00
chk_0000088,order_000048,user_00013,checkout_success,2026-01-13 00:03:00
chk_0000089,order_000049,user_00014,checkout_start,2026-02-04 00:00:00
chk_0000090,order_000049,user_00014,checkout_success,2026-02-04 00:03:00
chk_0000091,order_000050,user_00014,checkout_start,2026-01-04 00:00:00
chk_0000092,order_000050,user_00014,checkout_success,2026-01-04 00:03:00
chk_0000093,order_000051,user_00015,checkout_start,2025-11-30 00:00:00
chk_0000094,order_000051,user_00015,checkout_abandon,2025-11-30 00:02:00
chk_0000095,order_000052,user_00015,checkout_start,2025-12-11 00:00:00
chk_0000096,order_000052,user_00015,checkout_success,2025-12-11 00:03:00
chk_0000097,order_000053,user_00016,checkout_start,2025-11-23 00:00:00
chk_0000098,order_000053,user_00016,checkout_success,2025-11-23 00:03:00
chk_0000099,order_000054,user_00016,checkout_start,2026-01-20 00:00:00
chk_0000100,order_000054,user_00016,checkout_abandon,2026-01-20 00:02:00
chk_0000101,order_000056,user_00018,checkout_start,2025-12-03 00:00:00
chk_0000102,order_000056,user_00018,checkout_success,2025-12-03 00:03:00
chk_0000103,order_000057,user_00018,checkout_start,2025-11-22 00:00:00
chk_0000104,order_000057,user_00018,checkout_success,2025-11-22 00:03:00
chk_0000105,order_000058,user_00018,checkout_start,2025-11-24 00:00:00
chk_0000106,order_000058,user_00018,checkout_success,2025-11-24 00:03:00
chk_0000107,order_000059,user_00018,checkout_start,2025-10-17 00:00:00
chk_0000108,order_000059,user_00018,checkout_success,2025-10-17 00:03:00
chk_0000109,order_000060,user_00019,checkout_start,2025-10-23 00:00:00
chk_0000110,order_000060,user_00019,checkout_abandon,2025-10-23 00:02:00
chk_0000111,order_000061,user_00019,checkout_start,2025-12-02 00:00:00
chk_0000112,order_000061,user_00019,checkout_abandon,2025-12-02 00:02:00
chk_0000113,order_000062,user_00019,checkout_start,2025-12-08 00:00:00
chk_0000114,order_000062,user_00019,checkout_abandon,2025-12-08 00:02:00
chk_0000115,order_000063,user_00019,checkout_start,2025-10-26 00:00:00
chk_0000116,order_000063,user_00019,checkout_abandon,2025-10-26 00:02:00
chk_0000117,order_000064,user_00020,checkout_start,2026-01-03 00:00:00
chk_0000118,order_000064,user_00020,checkout_success,2026-01-03 00:03:00
chk_0000119,order_000065,user_00021,checkout_start,2025-11-27 00:00:00
chk_0000120,order_000065,user_00021,checkout_success,2025-11-27 00:03:00
chk_0000121,order_000066,user_00021,checkout_start,2025-11-20 00:00:00
chk_0000122,order_000066,user_00021,checkout_success,2025-11-20 00:03:00
chk_0000123,order_000067,user_00021,checkout_start,2025-11-26 00:00:00
chk_0000124,order_000067,user_00021,checkout_success,2025-11-26 00:03:00
chk_0000125,order_000068,user_00021,checkout_start,2025-12-12 00:00:00
chk_0000126,order_000068,user_00021,checkout_success,2025-12-12 00:03:00
chk_0000127,order_000069,user_00022,checkout_start,2025-12-31 00:00:00
chk_0000128,order_000069,user_00022,checkout_success,2025-12-31 00:03:00
chk_0000129,order_000070,user_00022,checkout_start,2026-01-29 00:00:00
chk_0000130,order_000070,user_00022,checkout_success,2026-01-29 00:03:00
chk_0000131,order_000071,user_00022,checkout_start,2025-11-26 00:00:00
chk_0000132,order_000071,user_00022,checkout_success,2025-11-26 00:03:00
chk_0000133,order_000072,user_00023,checkout_start,2025-09-21 00:00:00
chk_0000134,order_000072,user_00023,checkout_abandon,2025-09-21 00:02:00
chk_0000135,order_000073,user_00023,checkout_start,2025-09-23 00:00:00
chk_0000136,order_000073,user_00023,checkout_success,2025-09-23 00:03:00
chk_0000137,order_000074,user_00023,checkout_start,2025-11-22 00:00:00
chk_0000138,order_000074,user_00023,checkout_abandon,2025-11-22 00:02:00
chk_0000139,order_000075,user_00023,checkout_start,2025-09-25 00:00:00
chk_0000140,order_000075,user_00023,checkout_abandon,2025-09-25 00:02:00
chk_0000141,order_000076,user_00023,checkout_start,2025-12-11 00:00:00
chk_0000142,order_000076,user_00023,checkout_success,2025-12-11 00:03:00
chk_0000143,order_000077,user_00024,checkout_start,2025-12-15 00:00:00
chk_0000144,order_000077,user_00024,checkout_abandon,2025-12-15 00:02:00
chk_0000145,order_000078,user_00024,checkout_start,2026-01-27 00:00:00
chk_0000146,order_000078,user_00024,checkout_success,2026-01-27 00:03:00
chk_0000147,order_000079,user_00025,checkout_start,2025-11-22 00:00:00
chk_0000148,order_000079,user_00025,checkout_success,2025-11-22 00:03:00
chk_0000149,order_000080,user_00025,checkout_start,2025-11-13 00:00:00
chk_0000150,order_000080,user_00025,checkout_success,2025-11-13 00:03:00
chk_0000151,order_000081,user_00025,checkout_start,2025-12-09 00:00:00
chk_0000152,order_000081,user_00025,checkout_success,2025-12-09 00:03:00
chk_0000153,order_000082,user_00026,checkout_start,2025-12-14 00:00:00
chk_0000154,order_000082,user_00026,checkout_success,2025-12-14 00:03:00
chk_0000155,order_000083,user_00026,checkout_start,2026-01-25 00:00:00
chk_0000156,order_000083,user_00026,checkout_success,2026-01-25 00:03:00
chk_0000157,order_000084,user_00026,checkout_start,2026-01-24 00:00:00
chk_0000158,order_000084,user_00026,checkout_abandon,2026-01-24 00:02:00
chk_0000159,order_000089,user_00028,checkout_start,2025-12-05 00:00:00
chk_0000160,order_000089,user_00028,checkout_success,2025-12-05 00:03:00
chk_0000161,order_000090,user_00029,checkout_start,2025-12-05 00:00:00
chk_0000162,order_000090,user_00029,checkout_success,2025-12-05 00:03:00
chk_0000163,order_000091,user_00029,checkout_start,2026-02-11 00:00:00
chk_0000164,order_000091,user_00029,checkout_success,2026-02-11 00:03:00
chk_0000165,order_000092,user_00029,checkout_start,2025-12-12 00:00:00
chk_0000166,order_000092,user_00029,checkout_success,2025-12-12 00:03:00
chk_0000167,order_000093,user_00030,checkout_start,2025-10-18 00:00:00
chk_0000168,order_000093,user_00030,checkout_success,2025-10-18 00:03:00
chk_0000169,order_000094,user_00030,checkout_start,2025-10-18 00:00:00
chk_0000170,order_000094,user_00030,checkout_success,2025-10-18 00:03:00
chk_0000171,order_000095,user_00030,checkout_start,2025-12-04 00:00:00
chk_0000172,order_000095,user_00030,checkout_abandon,2025-12-04 00:02:00
chk_0000173,order_000096,user_00031,checkout_start,2025-11-04 00:00:00
chk_0000174,order_000096,user_00031,checkout_success,2025-11-04 00:03:00
chk_0000175,order_000097,user_00031,checkout_start,2025-12-09 00:00:00
chk_0000176,order_000097,user_00031,checkout_success,2025-12-09 00:03:00
chk_0000177,order_000098,user_00031,checkout_start,2025-10-08 00:00:00
chk_0000178,order_000098,user_00031,checkout_success,2025-10-08 00:03:00
chk_0000179,order_000099,user_00031,checkout_start,2025-10-11 00:00:00
chk_0000180,order_000099,user_00031,checkout_success,2025-10-11 00:03:00
chk_0000181,order_000100,user_00031,checkout_start,2025-10-06 00:00:00
chk_0000182,order_000100,user_00031,checkout_abandon,2025-10-06 00:02:00
chk_0000183,order_000101,user_00032,checkout_start,2026-01-20 00:00:00
chk_0000184,order_000101,user_00032,checkout_success,2026-01-20 00:03:00
chk_0000185,order_000102,user_00033,checkout_start,2026-02-22 00:00:00
chk_0000186,order_000102,user_00033,checkout_success,2026-02-22 00:03:00
chk_0000187,order_000103,user_00033,checkout_start,2026-02-05 00:00:00
chk_0000188,order_000103,user_00033,checkout_abandon,2026-02-05 00:02:00
chk_0000189,order_000104,user_00033,checkout_start,2026-02-22 00:00:00
chk_0000190,order_000104,user_00033,checkout_abandon,2026-02-22 00:02:00
chk_0000191,order_000105,user_00033,checkout_start,2026-01-03 00:00:00
chk_0000192,order_000105,user_00033,checkout_success,2026-01-03 00:03:00
chk_0000193,order_000106,user_00033,checkout_start,2025-12-27 00:00:00
chk_0000194,order_000106,user_00033,checkout_abandon,2025-12-27 00:02:00
chk_0000195,order_000107,user_00034,checkout_start,2025-12-20 00:00:00
chk_0000196,order_000107,user_00034,checkout_success,2025-12-20 00:03:00
chk_0000197,order_000108,user_00034,checkout_start,2025-11-16 00:00:00
chk_0000198,order_000108,user_00034,checkout_success,2025-11-16 00:03:00
chk_0000199,order_000109,user_00034,checkout_start,2025-11-19 00:00:00
chk_0000200,order_000109,user_00034,checkout_abandon,2025-11-19 00:02:00
chk_0000201,order_000110,user_00034,checkout_start,2025-11-13 00:00:00
chk_0000202,order_000110,user_00034,checkout_success,2025-11-13 00:03:00
chk_0000203,order_000111,user_00034,checkout_start,2025-12-29 00:00:00
chk_0000204,order_000111,user_00034,checkout_abandon,2025-12-29 00:02:00
chk_0000205,order_000112,user_00035,checkout_start,2026-01-30 00:00:00
chk_0000206,order_000112,user_00035,checkout_success,2026-01-30 00:03:00
chk_0000207,order_000113,user_00035,checkout_start,2025-12-18 00:00:00
chk_0000208,order_000113,user_00035,checkout_success,2025-12-18 00:03:00
chk_0000209,order_000114,user_00035,checkout_start,2025-12-26 00:00:00
chk_0000210,order_000114,user_00035,checkout_success,2025-12-26 00:03:00
chk_0000211,order_000115,user_00035,checkout_start,2025-12-16 00:00:00
chk_0000212,order_000115,user_00035,checkout_success,2025-12-16 00:03:00
chk_0000213,order_000116,user_00035,checkout_start,2025-12-29 00:00:00
chk_0000214,order_000116,user_00035,checkout_success,2025-12-29 00:03:00
chk_0000215,order_000117,user_00036,checkout_start,2026-02-21 00:00:00
chk_0000216,order_000117,user_00036,checkout_abandon,2026-02-21 00:02:00
chk_0000217,order_000118,user_00036,checkout_start,2026-01-26 00:00:00
chk_0000218,order_000118,user_00036,checkout_abandon,2026-01-26 00:02:00
chk_0000219,order_000119,user_00036,checkout_start,2025-12-30 00:00:00
chk_0000220,order_000119,user_00036,checkout_success,2025-12-30 00:03:00
chk_0000221,order_000120,user_00037,checkout_start,2025-10-26 00:00:00
chk_0000222,order_000120,user_00037,checkout_success,2025-10-26 00:03:00
chk_0000223,order_000121,user_00037,checkout_start,2025-12-02 00:00:00
chk_0000224,order_000121,user_00037,checkout_success,2025-12-02 00:03:00
chk_0000225,order_000122,user_00037,checkout_start,2025-11-03 00:00:00
chk_0000226,order_000122,user_00037,checkout_abandon,2025-11-03 00:02:00
chk_0000227,order_000123,user_00037,checkout_start,2025-10-23 00:00:00
chk_0000228,order_000123,user_00037,checkout_abandon,2025-10-23 00:02:00
chk_0000229,order_000124,user_00038,checkout_start,2025-10-21 00:00:00
chk_0000230,order_000124,user_00038,checkout_success,2025-10-21 00:03:00
chk_0000231,order_000125,user_00039,checkout_start,2026-01-03 00:00:00
chk_0000232,order_000125,user_00039,checkout_success,2026-01-03 00:03:00
chk_0000233,order_000126,user_00039,checkout_start,2026-01-15 00:00:00
chk_0000234,order_000126,user_00039,checkout_abandon,2026-01-15 00:02:00
chk_0000235,order_000127,user_00039,checkout_start,2026-02-07 00:00:00
chk_0000236,order_000127,user_00039,checkout_success,2026-02-07 00:03:00
chk_0000237,order_000128,user_00039,checkout_start,2025-12-31 00:00:00
chk_0000238,order_000128,user_00039,checkout_success,2025-12-31 00:03:00
chk_0000239,order_000129,user_00040,checkout_start,2025-11-30 00:00:00
chk_0000240,order_000129,user_00040,checkout_success,2025-11-30 00:03:00
chk_0000241,order_000130,user_00040,checkout_start,2025-10-25 00:00:00
chk_0000242,order_000130,user_00040,checkout_success,2025-10-25 00:03:00
chk_0000243,order_000131,user_00040,checkout_start,2025-10-07 00:00:00
chk_0000244,order_000131,user_00040,checkout_abandon,2025-10-07 00:02:00
chk_0000245,order_000132,user_00040,checkout_start,2025-10-06 00:00:00
chk_0000246,order_000132,user_00040,checkout_success,2025-10-06 00:03:00
chk_0000247,order_000133,user_00040,checkout_start,2025-10-15 00:00:00
chk_0000248,order_000133,user_00040,checkout_abandon,2025-10-15 00:02:00
chk_0000249,order_000134,user_00041,checkout_start,2026-02-14 00:00:00
chk_0000250,order_000134,user_00041,checkout_success,2026-02-14 00:03:00
chk_0000251,order_000135,user_00041,checkout_start,2025-12-23 00:00:00
chk_0000252,order_000135,user_00041,checkout_abandon,2025-12-23 00:02:00
chk_0000253,order_000136,user_00041,checkout_start,2026-01-24 00:00:00
chk_0000254,order_000136,user_00041,checkout_success,2026-01-24 00:03:00
chk_0000255,order_000137,user_00041,checkout_start,2026-01-20 00:00:00
chk_0000256,order_000137,user_00041,checkout_success,2026-01-20 00:03:00
chk_0000257,order_000138,user_00041,checkout_start,2025-12-06 00:00:00
chk_0000258,order_000138,user_00041,checkout_success,2025-12-06 00:03:00
chk_0000259,order_000139,user_00042,checkout_start,2026-01-08 00:00:00
chk_0000260,order_000139,user_00042,checkout_success,2026-01-08 00:03:00
chk_0000261,order_000140,user_00042,checkout_start,2025-12-25 00:00:00
chk_0000262,order_000140,user_00042,checkout_success,2025-12-25 00:03:00
chk_0000263,order_000141,user_00042,checkout_start,2026-02-22 00:00:00
chk_0000264,order_000141,user_00042,checkout_success,2026-02-22 00:03:00
chk_0000265,order_000142,user_00043,checkout_start,2026-01-11 00:00:00
chk_0000266,order_000142,user_00043,checkout_success,2026-01-11 00:03:00
chk_0000267,order_000143,user_00044,checkout_start,2025-12-16 00:00:00
chk_0000268,order_000143,user_00044,checkout_success,2025-12-16 00:03:00
chk_0000269,order_000144,user_00044,checkout_start,2026-02-28 00:00:00
chk_0000270,order_000144,user_00044,checkout_abandon,2026-02-28 00:02:00
chk_0000271,order_000145,user_00044,checkout_start,2025-12-02 00:00:00
chk_0000272,order_000145,user_00044,checkout_success,2025-12-02 00:03:00
chk_0000273,order_000146,user_00044,checkout_start,2026-01-11 00:00:00
chk_0000274,order_000146,user_00044,checkout_success,2026-01-11 00:03:00
chk_0000275,order_000147,user_00044,checkout_start,2025-12-02 00:00:00
chk_0000276,order_000147,user_00044,checkout_abandon,2025-12-02 00:02:00
chk_0000277,order_000150,user_00046,checkout_start,2025-10-23 00:00:00
chk_0000278,order_000150,user_00046,checkout_abandon,2025-10-23 00:02:00
chk_0000279,order_000151,user_00047,checkout_start,2025-12-28 00:00:00
chk_0000280,order_000151,user_00047,checkout_success,2025-12-28 00:03:00
chk_0000281,order_000152,user_00047,checkout_start,2026-01-12 00:00:00
chk_0000282,order_000152,user_00047,checkout_abandon,2026-01-12 00:02:00
chk_0000283,order_000153,user_00047,checkout_start,2026-01-29 00:00:00
chk_0000284,order_000153,user_00047,checkout_abandon,2026-01-29 00:02:00
chk_0000285,order_000154,user_00047,checkout_start,2026-01-31 00:00:00
chk_0000286,order_000154,user_00047,checkout_abandon,2026-01-31 00:02:00
chk_0000287,order_000155,user_00047,checkout_start,2026-01-26 00:00:00
chk_0000288,order_000155,user_00047,checkout_abandon,2026-01-26 00:02:00
chk_0000289,order_000156,user_00048,checkout_start,2025-11-19 00:00:00
chk_0000290,order_000156,user_00048,checkout_success,2025-11-19 00:03:00
chk_0000291,order_000157,user_00048,checkout_start,2026-01-12 00:00:00
chk_0000292,order_000157,user_00048,checkout_abandon,2026-01-12 00:02:00
chk_0000293,order_000158,user_00048,checkout_start,2025-12-30 00:00:00
chk_0000294,order_000158,user_00048,checkout_success,2025-12-30 00:03:00
chk_0000295,order_000159,user_00048,checkout_start,2025-12-26 00:00:00
chk_0000296,order_000159,user_00048,checkout_success,2025-12-26 00:03:00
chk_0000297,order_000160,user_00049,checkout_start,2025-12-01 00:00:00
chk_0000298,order_000160,user_00049,checkout_abandon,2025-12-01 00:02:00
chk_0000299,order_000161,user_00049,checkout_start,2025-10-21 00:00:00
chk_0000300,order_000161,user_00049,checkout_abandon,2025-10-21 00:02:00
chk_0000301,order_000162,user_00049,checkout_start,2025-10-31 00:00:00
chk_0000302,order_000162,user_00049,checkout_abandon,2025-10-31 00:02:00
chk_0000303,order_000163,user_00049,checkout_start,2025-11-13 00:00:00
chk_0000304,order_000163,user_00049,checkout_abandon,2025-11-13 00:02:00
chk_0000305,order_000164,user_00049,checkout_start,2025-10-31 00:00:00
chk_0000306,order_000164,user_00049,checkout_abandon,2025-10-31 00:02:00
chk_0000307,order_000165,user_00050,checkout_start,2025-10-08 00:00:00
chk_0000308,order_000165,user_00050,checkout_success,2025-10-08 00:03:00
chk_0000309,order_000166,user_00050,checkout_start,2025-12-17 00:00:00
chk_0000310,order_000166,user_00050,checkout_success,2025-12-17 00:03:00
chk_0000311,order_000167,user_00050,checkout_start,2025-11-15 00:00:00
chk_0000312,order_000167,user_00050,checkout_success,2025-11-15 00:03:00
chk_0000313,order_000168,user_00050,checkout_start,2025-10-08 00:00:00
chk_0000314,order_000168,user_00050,checkout_success,2025-10-08 00:03:00
chk_0000315,order_000169,user_00050,checkout_start,2025-11-23 00:00:00
chk_0000316,order_000169,user_00050,checkout_success,2025-11-23 00:03:00
chk_0000317,order_000170,user_00051,checkout_start,2026-01-07 00:00:00
chk_0000318,order_000170,user_00051,checkout_success,2026-01-07 00:03:00
chk_0000319,order_000171,user_00052,checkout_start,2025-10-15 00:00:00
chk_0000320,order_000171,user_00052,checkout_success,2025-10-15 00:03:00
chk_0000321,order_000172,user_00052,checkout_start,2025-10-28 00:00:00
chk_0000322,order_000172,user_00052,checkout_success,2025-10-28 00:03:00
chk_0000323,order_000173,user_00052,checkout_start,2025-11-22 00:00:00
chk_0000324,order_000173,user_00052,checkout_abandon,2025-11-22 00:02:00
chk_0000325,order_000174,user_00052,checkout_start,2025-11-19 00:00:00
chk_0000326,order_000174,user_00052,checkout_success,2025-11-19 00:03:00
chk_0000327,order_000175,user_00052,checkout_start,2025-12-03 00:00:00
chk_0000328,order_000175,user_00052,checkout_success,2025-12-03 00:03:00
chk_0000329,order_000176,user_00053,checkout_start,2025-12-23 00:00:00
chk_0000330,order_000176,user_00053,checkout_success,2025-12-23 00:03:00
chk_0000331,order_000177,user_00053,checkout_start,2026-03-10 00:00:00
chk_0000332,order_000177,user_00053,checkout_success,2026-03-10 00:03:00
chk_0000333,order_000178,user_00054,checkout_start,2025-12-04 00:00:00
chk_0000334,order_000178,user_00054,checkout_abandon,2025-12-04 00:02:00
chk_0000335,order_000179,user_00054,checkout_start,2025-12-22 00:00:00
chk_0000336,order_000179,user_00054,checkout_success,2025-12-22 00:03:00
chk_0000337,order_000180,user_00054,checkout_start,2025-10-23 00:00:00
chk_0000338,order_000180,user_00054,checkout_abandon,2025-10-23 00:02:00
chk_0000339,order_000181,user_00054,checkout_start,2026-01-08 00:00:00
chk_0000340,order_000181,user_00054,checkout_abandon,2026-01-08 00:02:00
chk_0000341,order_000186,user_00056,checkout_start,2025-10-20 00:00:00
chk_0000342,order_000186,user_00056,checkout_abandon,2025-10-20 00:02:00
chk_0000343,order_000187,user_00057,checkout_start,2026-02-25 00:00:00
chk_0000344,order_000187,user_00057,checkout_success,2026-02-25 00:03:00
chk_0000345,order_000188,user_00057,checkout_start,2025-12-29 00:00:00
chk_0000346,order_000188,user_00057,checkout_success,2025-12-29 00:03:00
chk_0000347,order_000189,user_00057,checkout_start,2025-12-17 00:00:00
chk_0000348,order_000189,user_00057,checkout_abandon,2025-12-17 00:02:00
chk_0000349,order_000190,user_00057,checkout_start,2026-02-06 00:00:00
chk_0000350,order_000190,user_00057,checkout_success,2026-02-06 00:03:00
chk_0000351,order_000191,user_00057,checkout_start,2026-02-21 00:00:00
chk_0000352,order_000191,user_00057,checkout_success,2026-02-21 00:03:00
chk_0000353,order_000192,user_00058,checkout_start,2025-11-30 00:00:00
chk_0000354,order_000192,user_00058,checkout_success,2025-11-30 00:03:00
chk_0000355,order_000193,user_00058,checkout_start,2025-11-29 00:00:00
chk_0000356,order_000193,user_00058,checkout_success,2025-11-29 00:03:00
chk_0000357,order_000194,user_00058,checkout_start,2025-11-19 00:00:00
chk_0000358,order_000194,user_00058,checkout_success,2025-11-19 00:03:00
chk_0000359,order_000195,user_00059,checkout_start,2025-12-15 00:00:00
chk_0000360,order_000195,user_00059,checkout_abandon,2025-12-15 00:02:00
chk_0000361,order_000196,user_00059,checkout_start,2025-12-05 00:00:00
chk_0000362,order_000196,user_00059,checkout_success,2025-12-05 00:03:00
chk_0000363,order_000197,user_00060,checkout_start,2025-12-21 00:00:00
chk_0000364,order_000197,user_00060,checkout_abandon,2025-12-21 00:02:00
chk_0000365,order_000198,user_00060,checkout_start,2026-03-04 00:00:00
chk_0000366,order_000198,user_00060,checkout_success,2026-03-04 00:03:00
chk_0000367,order_000199,user_00060,checkout_start,2026-02-16 00:00:00
chk_0000368,order_000199,user_00060,checkout_success,2026-02-16 00:03:00
chk_0000369,order_000200,user_00060,checkout_start,2026-02-16 00:00:00
chk_0000370,order_000200,user_00060,checkout_success,2026-02-16 00:03:00
chk_0000371,order_000201,user_00061,checkout_start,2026-02-05 00:00:00
chk_0000372,order_000201,user_00061,checkout_success,2026-02-05 00:03:00
chk_0000373,order_000202,user_00062,checkout_start,2025-11-20 00:00:00
chk_0000374,order_000202,user_00062,checkout_abandon,2025-11-20 00:02:00
chk_0000375,order_000203,user_00063,checkout_start,2025-12-05 00:00:00
chk_0000376,order_000203,user_00063,checkout_success,2025-12-05 00:03:00
chk_0000377,order_000204,user_00063,checkout_start,2025-12-18 00:00:00
chk_0000378,order_000204,user_00063,checkout_success,2025-12-18 00:03:00
chk_0000379,order_000205,user_00063,checkout_start,2025-11-23 00:00:00
chk_0000380,order_000205,user_00063,checkout_success,2025-11-23 00:03:00
chk_0000381,order_000206,user_00063,checkout_start,2025-12-08 00:00:00
chk_0000382,order_000206,user_00063,checkout_success,2025-12-08 00:03:00
chk_0000383,order_000207,user_00064,checkout_start,2025-11-01 00:00:00
chk_0000384,order_000207,user_00064,checkout_success,2025-11-01 00:03:00
