payment_id,installment_id,order_id,user_id,merchant_id,payment_date,amount,payment_channel,status
pay_0000050,inst_0000053,order_000032,user_00010,merchant_0110,2026-02-20,494.0,wallet,success
pay_0000051,inst_0000054,order_000032,user_00010,merchant_0110,2026-04-05,494.0,card,success
pay_0000052,inst_0000055,order_000033,user_00010,merchant_0102,2026-01-23,736.33,wallet,success
pay_0000053,inst_0000056,order_000033,user_00010,merchant_0102,2026-02-21,736.33,card,success
pay_0000054,inst_0000057,order_000033,user_00010,merchant_0102,2026-03-24,736.33,wallet,success
pay_0000055,inst_0000058,order_000035,user_00010,merchant_0067,2026-04-13,1080.67,wallet,failed
pay_0000056,inst_0000059,order_000035,user_00010,merchant_0067,2026-05-13,1080.67,card,success
pay_0000057,inst_0000060,order_000035,user_00010,merchant_0067,2026-06-10,1080.67,wallet,success
pay_0000058,inst_0000061,order_000036,user_00010,merchant_0033,2026-02-17,283.0,wallet,success
pay_0000059,inst_0000062,order_000036,user_00010,merchant_0033,2026-03-21,283.0,card,failed
pay_0000060,inst_0000063,order_000036,user_00010,merchant_0033,2026-04-20,283.0,wallet,success
pay_0000061,inst_0000064,order_000037,user_00011,merchant_0097,2026-02-11,599.33,card,success
pay_0000062,inst_0000065,order_000037,user_00011,merchant_0097,2026-03-13,599.33,wallet,success
pay_0000063,inst_0000066,order_000037,user_00011,merchant_0097,2026-04-14,599.33,wallet,failed
pay_0000064,inst_0000067,order_000038,user_00011,merchant_0096,2026-01-11,1017.0,card,success
pay_0000065,inst_0000068,order_000038,user_00011,merchant_0096,2026-02-02,1017.0,card,failed
pay_0000066,inst_0000069,order_000038,user_00011,merchant_0096,2026-03-10,1017.0,card,success
pay_0000067,inst_0000070,order_000040,user_00011,merchant_0108,2026-01-21,1171.67,wallet,success
pay_0000068,inst_0000071,order_000040,user_00011,merchant_0108,2026-03-16,1171.67,wallet,success
pay_0000069,inst_0000072,order_000040,user_00011,merchant_0108,2026-03-22,1171.67,card,success
pay_0000070,inst_0000073,order_000041,user_00011,merchant_0063,2026-02-05,819.33,wallet,success
pay_0000071,inst_0000074,order_000041,user_00011,merchant_0063,2026-03-06,819.33,wallet,success
pay_0000072,inst_0000075,order_000041,user_00011,merchant_0063,2026-04-05,819.33,wallet,success
pay_0000073,inst_0000076,order_000042,user_00012,merchant_0010,2026-01-31,1319.0,wallet,success
pay_0000074,inst_0000077,order_000042,user_00012,merchant_0010,2026-03-03,1319.0,wallet,success
pay_0000075,inst_0000078,order_000042,user_00012,merchant_0010,2026-04-03,1319.0,wallet,success
pay_0000076,inst_0000079,order_000043,user_00012,merchant_0058,2026-03-05,388.0,card,success
pay_0000077,inst_0000080,order_000043,user_00012,merchant_0058,2026-04-02,388.0,card,success
pay_0000078,inst_0000081,order_000043,user_00012,merchant_0058,2026-05-04,388.0,card,success
pay_0000079,inst_0000083,order_000045,user_00013,merchant_0023,2026-04-02,437.67,card,success
pay_0000080,inst_0000084,order_000045,user_00013,merchant_0023,2026-05-04,437.67,wallet,success
pay_0000081,inst_0000085,order_000048,user_00013,merchant_0089,2026-02-11,193.67,wallet,success
pay_0000082,inst_0000087,order_000048,user_00013,merchant_0089,2026-04-13,193.67,card,success
pay_0000083,inst_0000088,order_000049,user_00014,merchant_0006,2026-03-06,1075.0,card,success
pay_0000084,inst_0000089,order_000049,user_00014,merchant_0006,2026-04-03,1075.0,wallet,success
pay_0000085,inst_0000090,order_000049,user_00014,merchant_0006,2026-05-05,1075.0,card,success
pay_0000086,inst_0000091,order_000050,user_00014,merchant_0046,2026-02-01,1308.67,wallet,failed
pay_0000087,inst_0000092,order_000050,user_00014,merchant_0046,2026-03-03,1308.67,card,success
pay_0000088,inst_0000093,order_000050,user_00014,merchant_0046,2026-04-03,1308.67,wallet,success
pay_0000089,inst_0000094,order_000053,user_00016,merchant_0113,2026-01-17,193.67,wallet,success
pay_0000090,inst_0000095,order_000053,user_00016,merchant_0113,2026-01-22,193.67,wallet,failed
pay_0000091,inst_0000096,order_000053,user_00016,merchant_0113,2026-02-19,193.67,card,failed
pay_0000092,inst_0000097,order_000054,user_00016,merchant_0115,2026-02-18,227.33,wallet,success
pay_0000093,inst_0000098,order_000054,user_00016,merchant_0115,2026-03-21,227.33,card,success
pay_0000094,inst_0000099,order_000054,user_00016,merchant_0115,2026-04-18,227.33,card,success
pay_0000095,inst_0000100,order_000056,user_00018,merchant_0049,2026-01-02,976.0,wallet,success
pay_0000096,inst_0000101,order_000056,user_00018,merchant_0049,2026-02-01,976.0,card,success
pay_0000097,inst_0000102,order_000056,user_00018,merchant_0049,2026-03-11,976.0,wallet,success
pay_0000098,inst_0000103,order_000057,user_00018,merchant_0110,2025-12-27,1129.33,wallet,success
pay_0000099,inst_0000104,order_000057,user_00018,merchant_0110,2026-01-19,1129.33,card,success
pay_0000100,inst_0000105,order_000057,user_00018,merchant_0110,2026-02-20,1129.33,wallet,success
pay_0000101,inst_0000106,order_000058,user_00018,merchant_0084,2025-12-24,1105.67,wallet,success
pay_0000102,inst_0000107,order_000058,user_00018,merchant_0084,2026-01-23,1105.67,card,success
pay_0000103,inst_0000108,order_000058,user_00018,merchant_0084,2026-02-22,1105.67,card,success
pay_0000104,inst_0000109,order_000059,user_00018,merchant_0083,2025-11-15,171.33,wallet,failed
pay_0000105,inst_0000110,order_000059,user_00018,merchant_0083,2025-12-14,171.33,card,success
pay_0000106,inst_0000111,order_000059,user_00018,merchant_0083,2026-01-15,171.33,card,success
pay_0000107,inst_0000112,order_000063,user_00019,merchant_0019,2025-11-25,182.0,card,failed
pay_0000108,inst_0000113,order_000063,user_00019,merchant_0019,2025-12-24,182.0,wallet,success
pay_0000109,inst_0000114,order_000063,user_00019,merchant_0019,2026-01-22,182.0,card,success
pay_0000110,inst_0000115,order_000066,user_00021,merchant_0091,2025-12-20,692.33,wallet,failed
pay_0000111,inst_0000116,order_000066,user_00021,merchant_0091,2026-01-17,692.33,wallet,success
pay_0000112,inst_0000117,order_000066,user_00021,merchant_0091,2026-02-18,692.33,wallet,success
pay_0000113,inst_0000118,order_000068,user_00021,merchant_0043,2026-01-23,1040.0,wallet,success
pay_0000114,inst_0000119,order_000068,user_00021,merchant_0043,2026-02-09,1040.0,wallet,success
pay_0000115,inst_0000120,order_000068,user_00021,merchant_0043,2026-03-10,1040.0,wallet,success
pay_0000116,inst_0000121,order_000069,user_00022,merchant_0075,2026-01-30,545.67,card,success
pay_0000117,inst_0000122,order_000069,user_00022,merchant_0075,2026-02-27,545.67,card,success
pay_0000118,inst_0000123,order_000069,user_00022,merchant_0075,2026-03-29,545.67,wallet,success
pay_0000119,inst_0000124,order_000070,user_00022,merchant_0046,2026-03-16,217.33,card,success
pay_0000120,inst_0000125,order_000070,user_00022,merchant_0046,2026-03-30,217.33,card,failed
pay_0000121,inst_0000126,order_000070,user_00022,merchant_0046,2026-04-28,217.33,wallet,success
pay_0000122,inst_0000127,order_000071,user_00022,merchant_0114,2025-12-24,109.33,wallet,success
pay_0000123,inst_0000128,order_000071,user_00022,merchant_0114,2026-01-25,109.33,card,success
pay_0000124,inst_0000129,order_000071,user_00022,merchant_0114,2026-02-23,109.33,wallet,success
pay_0000125,inst_0000130,order_000076,user_00023,merchant_0097,2026-01-08,389.33,wallet,failed
pay_0000126,inst_0000131,order_000076,user_00023,merchant_0097,2026-02-08,389.33,wallet,success
pay_0000127,inst_0000132,order_000076,user_00023,merchant_0097,2026-03-10,389.33,wallet,success
pay_0000128,inst_0000133,order_000078,user_00024,merchant_0098,2026-02-26,798.0,card,success
pay_0000129,inst_0000134,order_000078,user_00024,merchant_0098,2026-03-28,798.0,card,failed
pay_0000130,inst_0000135,order_000078,user_00024,merchant_0098,2026-04-27,798.0,card,success
pay_0000131,inst_0000136,order_000080,user_00025,merchant_0066,2025-12-12,634.33,wallet,success
pay_0000132,inst_0000137,order_000080,user_00025,merchant_0066,2026-01-10,634.33,wallet,success
pay_0000133,inst_0000138,order_000080,user_00025,merchant_0066,2026-02-11,634.33,wallet,success
pay_0000134,inst_0000140,order_000081,user_00025,merchant_0003,2026-02-07,629.67,wallet,success
pay_0000135,inst_0000142,order_000090,user_00029,merchant_0065,2026-01-11,860.0,card,success
pay_0000136,inst_0000143,order_000090,user_00029,merchant_0065,2026-02-17,860.0,card,success
pay_0000137,inst_0000144,order_000090,user_00029,merchant_0065,2026-03-18,860.0,wallet,success
pay_0000138,inst_0000145,order_000091,user_00029,merchant_0105,2026-04-03,733.33,wallet,success
pay_0000139,inst_0000146,order_000091,user_00029,merchant_0105,2026-04-11,733.33,card,success
pay_0000140,inst_0000147,order_000091,user_00029,merchant_0105,2026-05-12,733.33,card,success
pay_0000141,inst_0000150,order_000092,user_00029,merchant_0032,2026-03-12,282.33,card,success
pay_0000142,inst_0000151,order_000093,user_00030,merchant_0081,2025-11-17,354.33,card,success
pay_0000143,inst_0000152,order_000093,user_00030,merchant_0081,2025-12-15,354.33,card,success
pay_0000144,inst_0000153,order_000093,user_00030,merchant_0081,2026-01-16,354.33,wallet,success
pay_0000145,inst_0000154,order_000094,user_00030,merchant_0089,2025-11-17,261.67,wallet,success
pay_0000146,inst_0000155,order_000094,user_00030,merchant_0089,2025-12-15,261.67,wallet,success
pay_0000147,inst_0000156,order_000094,user_00030,merchant_0089,2026-01-16,261.67,card,success
pay_0000148,inst_0000157,order_000096,user_00031,merchant_0013,2025-12-02,653.67,card,success
pay_0000149,inst_0000158,order_000096,user_00031,merchant_0013,2026-01-02,653.67,card,success
pay_0000150,inst_0000159,order_000096,user_00031,merchant_0013,2026-02-02,653.67,wallet,success
pay_0000151,inst_0000160,order_000097,user_00031,merchant_0034,2026-01-08,566.67,wallet,failed
pay_0000152,inst_0000161,order_000097,user_00031,merchant_0034,2026-03-01,566.67,card,success
pay_0000153,inst_0000162,order_000097,user_00031,merchant_0034,2026-03-09,566.67,card,failed
pay_0000154,inst_0000163,order_000098,user_00031,merchant_0081,2025-11-07,1047.0,card,success
pay_0000155,inst_0000164,order_000098,user_00031,merchant_0081,2025-12-06,1047.0,wallet,success
pay_0000156,inst_0000165,order_000098,user_00031,merchant_0081,2026-01-04,1047.0,card,success
pay_0000157,inst_0000166,order_000099,user_00031,merchant_0068,2025-12-02,212.0,wallet,success
pay_0000158,inst_0000167,order_000099,user_00031,merchant_0068,2025-12-08,212.0,card,success
pay_0000159,inst_0000168,order_000099,user_00031,merchant_0068,2026-01-08,212.0,card,success
pay_0000160,inst_0000169,order_000101,user_00032,merchant_0085,2026-02-19,163.0,card,failed
pay_0000161,inst_0000170,order_000101,user_00032,merchant_0085,2026-03-21,163.0,wallet,success
pay_0000162,inst_0000171,order_000101,user_00032,merchant_0085,2026-04-20,163.0,wallet,success
pay_0000163,inst_0000172,order_000105,user_00033,merchant_0074,2026-02-02,704.0,wallet,success
pay_0000164,inst_0000173,order_000105,user_00033,merchant_0074,2026-03-03,704.0,card,success
pay_0000165,inst_0000174,order_000105,user_00033,merchant_0074,2026-04-26,704.0,wallet,success
pay_0000166,inst_0000175,order_000108,user_00034,merchant_0087,2025-12-14,309.67,card,success
pay_0000167,inst_0000176,order_000108,user_00034,merchant_0087,2026-02-03,309.67,wallet,success
pay_0000168,inst_0000177,order_000108,user_00034,merchant_0087,2026-02-12,309.67,card,success
pay_0000169,inst_0000178,order_000110,user_00034,merchant_0010,2025-12-12,182.0,card,success
pay_0000170,inst_0000179,order_000110,user_00034,merchant_0010,2026-01-27,182.0,card,success
pay_0000171,inst_0000181,order_000112,user_00035,merchant_0042,2026-03-24,845.67,card,success
pay_0000172,inst_0000182,order_000112,user_00035,merchant_0042,2026-03-31,845.67,card,success
pay_0000173,inst_0000183,order_000112,user_00035,merchant_0042,2026-04-29,845.67,card,success
pay_0000174,inst_0000184,order_000113,user_00035,merchant_0070,2026-01-17,889.0,wallet,success
pay_0000175,inst_0000185,order_000113,user_00035,merchant_0070,2026-03-13,889.0,wallet,success
pay_0000176,inst_0000186,order_000113,user_00035,merchant_0070,2026-03-18,889.0,wallet,success
pay_0000177,inst_0000187,order_000114,user_00035,merchant_0053,2026-01-24,248.67,card,success
pay_0000178,inst_0000188,order_000114,user_00035,merchant_0053,2026-02-24,248.67,wallet,success
pay_0000179,inst_0000189,order_000114,user_00035,merchant_0053,2026-03-26,248.67,wallet,success
pay_0000180,inst_0000190,order_000115,user_00035,merchant_0111,2026-01-15,461.67,card,success
pay_0000181,inst_0000191,order_000115,user_00035,merchant_0111,2026-02-13,461.67,card,success
pay_0000182,inst_0000192,order_000115,user_00035,merchant_0111,2026-03-14,461.67,card,success
pay_0000183,inst_0000193,order_000116,user_00035,merchant_0052,2026-01-28,800.67,card,success
pay_0000184,inst_0000194,order_000116,user_00035,merchant_0052,2026-02-27,800.67,wallet,success
pay_0000185,inst_0000195,order_000116,user_00035,merchant_0052,2026-03-27,800.67,card,success
pay_0000186,inst_0000196,order_000117,user_00036,merchant_0110,2026-03-21,236.67,wallet,success
pay_0000187,inst_0000197,order_000117,user_00036,merchant_0110,2026-04-20,236.67,card,success
pay_0000188,inst_0000198,order_000117,user_00036,merchant_0110,2026-05-21,236.67,wallet,success
pay_0000189,inst_0000199,order_000120,user_00037,merchant_0091,2025-11-23,667.67,card,success
pay_0000190,inst_0000200,order_000120,user_00037,merchant_0091,2025-12-23,667.67,wallet,success
pay_0000191,inst_0000201,order_000120,user_00037,merchant_0091,2026-01-22,667.67,wallet,failed
pay_0000192,inst_0000202,order_000121,user_00037,merchant_0059,2025-12-30,1105.0,card,success
pay_0000193,inst_0000203,order_000121,user_00037,merchant_0059,2026-02-08,1105.0,wallet,success
pay_0000194,inst_0000204,order_000121,user_00037,merchant_0059,2026-03-18,1105.0,wallet,success
pay_0000195,inst_0000205,order_000124,user_00038,merchant_0104,2025-11-19,449.0,card,success
pay_0000196,inst_0000206,order_000124,user_00038,merchant_0104,2025-12-18,449.0,card,success
pay_0000197,inst_0000207,order_000124,user_00038,merchant_0104,2026-01-29,449.0,card,success
pay_0000198,inst_0000208,order_000125,user_00039,merchant_0109,2026-02-09,666.67,wallet,success
pay_0000199,inst_0000209,order_000125,user_00039,merchant_0109,2026-03-03,666.67,card,success
pay_0000200,inst_0000210,order_000125,user_00039,merchant_0109,2026-04-03,666.67,card,success
pay_0000201,inst_0000211,order_000127,user_00039,merchant_0084,2026-03-07,1060.67,card,success
pay_0000202,inst_0000212,order_000127,user_00039,merchant_0084,2026-04-13,1060.67,wallet,success
pay_0000203,inst_0000213,order_000127,user_00039,merchant_0084,2026-05-08,1060.67,wallet,success
pay_0000204,inst_0000214,order_000128,user_00039,merchant_0006,2026-01-30,467.67,card,failed
pay_0000205,inst_0000215,order_000128,user_00039,merchant_0006,2026-03-01,467.67,card,success
pay_0000206,inst_0000216,order_000128,user_00039,merchant_0006,2026-04-06,467.67,wallet,success
pay_0000207,inst_0000217,order_000129,user_00040,merchant_0030,2025-12-28,963.67,card,success
pay_0000208,inst_0000218,order_000129,user_00040,merchant_0030,2026-02-18,963.67,wallet,success
pay_0000209,inst_0000219,order_000129,user_00040,merchant_0030,2026-02-27,963.67,card,success
pay_0000210,inst_0000220,order_000130,user_00040,merchant_0050,2025-11-24,346.33,card,failed
pay_0000211,inst_0000221,order_000130,user_00040,merchant_0050,2025-12-23,346.33,card,success
pay_0000212,inst_0000222,order_000130,user_00040,merchant_0050,2026-01-23,346.33,card,success
pay_0000213,inst_0000223,order_000132,user_00040,merchant_0106,2025-11-27,885.67,card,success
pay_0000214,inst_0000224,order_000132,user_00040,merchant_0106,2025-12-16,885.67,wallet,success
pay_0000215,inst_0000225,order_000132,user_00040,merchant_0106,2026-01-04,885.67,card,success
pay_0000216,inst_0000226,order_000134,user_00041,merchant_0014,2026-04-08,981.33,wallet,success
pay_0000217,inst_0000227,order_000134,user_00041,merchant_0014,2026-04-15,981.33,card,failed
pay_0000218,inst_0000228,order_000134,user_00041,merchant_0014,2026-05-29,981.33,wallet,success
pay_0000219,inst_0000229,order_000136,user_00041,merchant_0106,2026-02-21,1076.33,wallet,success
pay_0000220,inst_0000230,order_000136,user_00041,merchant_0106,2026-04-13,1076.33,wallet,success
pay_0000221,inst_0000231,order_000136,user_00041,merchant_0106,2026-04-28,1076.33,card,success
pay_0000222,inst_0000232,order_000137,user_00041,merchant_0067,2026-03-16,618.33,wallet,success
pay_0000223,inst_0000233,order_000137,user_00041,merchant_0067,2026-03-21,618.33,wallet,success
pay_0000224,inst_0000234,order_000137,user_00041,merchant_0067,2026-04-20,618.33,wallet,failed
pay_0000225,inst_0000235,order_000140,user_00042,merchant_0111,2026-01-24,544.67,wallet,failed
pay_0000226,inst_0000236,order_000140,user_00042,merchant_0111,2026-02-23,544.67,wallet,success
pay_0000227,inst_0000237,order_000140,user_00042,merchant_0111,2026-03-25,544.67,wallet,success
pay_0000228,inst_0000238,order_000141,user_00042,merchant_0021,2026-03-23,1244.33,card,success
pay_0000229,inst_0000239,order_000141,user_00042,merchant_0021,2026-04-21,1244.33,wallet,success
pay_0000230,inst_0000240,order_000141,user_00042,merchant_0021,2026-05-21,1244.33,card,success
pay_0000231,inst_0000242,order_000142,user_00043,merchant_0071,2026-03-10,332.0,wallet,success
pay_0000232,inst_0000244,order_000143,user_00044,merchant_0095,2026-01-14,827.67,card,success
pay_0000233,inst_0000245,order_000143,user_00044,merchant_0095,2026-03-10,827.67,card,success
pay_0000234,inst_0000246,order_000143,user_00044,merchant_0095,2026-03-16,827.67,wallet,failed
pay_0000235,inst_0000247,order_000145,user_00044,merchant_0005,2025-12-31,115.0,wallet,success
pay_0000236,inst_0000248,order_000145,user_00044,merchant_0005,2026-01-30,115.0,card,success
pay_0000237,inst_0000249,order_000145,user_00044,merchant_0005,2026-02-28,115.0,wallet,success
pay_0000238,inst_0000250,order_000146,user_00044,merchant_0064,2026-02-18,430.67,wallet,success
pay_0000239,inst_0000251,order_000146,user_00044,merchant_0064,2026-03-10,430.67,wallet,success
pay_0000240,inst_0000252,order_000146,user_00044,merchant_0064,2026-04-09,430.67,card,success
pay_0000241,inst_0000253,order_000155,user_00047,merchant_0035,2026-03-15,1299.67,wallet,success
pay_0000242,inst_0000254,order_000155,user_00047,merchant_0035,2026-03-25,1299.67,wallet,success
pay_0000243,inst_0000255,order_000155,user_00047,merchant_0035,2026-05-04,1299.67,wallet,success
pay_0000244,inst_0000256,order_000156,user_00048,merchant_0087,2025-12-17,845.33,card,success
pay_0000245,inst_0000257,order_000156,user_00048,merchant_0087,2026-01-18,845.33,wallet,success
pay_0000246,inst_0000258,order_000156,user_00048,merchant_0087,2026-03-10,845.33,card,success
pay_0000247,inst_0000259,order_000160,user_00049,merchant_0082,2025-12-31,882.0,wallet,failed
pay_0000248,inst_0000260,order_000160,user_00049,merchant_0082,2026-01-30,882.0,card,success
pay_0000249,inst_0000261,order_000160,user_00049,merchant_0082,2026-03-01,882.0,wallet,success
pay_0000250,inst_0000262,order_000165,user_00050,merchant_0068,2025-11-07,112.33,card,success
pay_0000251,inst_0000263,order_000165,user_00050,merchant_0068,2025-12-07,112.33,wallet,success
pay_0000252,inst_0000264,order_000165,user_00050,merchant_0068,2026-01-06,112.33,card,failed
pay_0000253,inst_0000265,order_000166,user_00050,merchant_0003,2026-01-14,1213.0,wallet,success
pay_0000254,inst_0000266,order_000166,user_00050,merchant_0003,2026-02-13,1213.0,wallet,success
pay_0000255,inst_0000267,order_000166,user_00050,merchant_0003,2026-04-01,1213.0,wallet,success
pay_0000256,inst_0000268,order_000167,user_00050,merchant_0021,2025-12-20,974.0,wallet,success
pay_0000257,inst_0000269,order_000167,user_00050,merchant_0021,2026-01-13,974.0,card,success
pay_0000258,inst_0000270,order_000167,user_00050,merchant_0021,2026-02-20,974.0,wallet,success
pay_0000259,inst_0000271,order_000169,user_00050,merchant_0094,2025-12-23,687.33,wallet,success
pay_0000260,inst_0000272,order_000169,user_00050,merchant_0094,2026-01-21,687.33,wallet,success
pay_0000261,inst_0000273,order_000169,user_00050,merchant_0094,2026-02-21,687.33,card,failed
pay_0000262,inst_0000274,order_000171,user_00052,merchant_0003,2025-11-12,206.0,wallet,success
pay_0000263,inst_0000275,order_000171,user_00052,merchant_0003,2025-12-30,206.0,card,success
pay_0000264,inst_0000276,order_000171,user_00052,merchant_0003,2026-01-13,206.0,card,failed
pay_0000265,inst_0000277,order_000172,user_00052,merchant_0115,2025-11-27,331.33,card,success
pay_0000266,inst_0000278,order_000172,user_00052,merchant_0115,2025-12-27,331.33,wallet,success
pay_0000267,inst_0000279,order_000172,user_00052,merchant_0115,2026-01-24,331.33,wallet,success
pay_0000268,inst_0000280,order_000174,user_00052,merchant_0035,2025-12-19,329.0,card,failed
pay_0000269,inst_0000281,order_000174,user_00052,merchant_0035,2026-01-16,329.0,card,success
pay_0000270,inst_0000283,order_000175,user_00052,merchant_0061,2025-12-31,949.33,card,success
pay_0000271,inst_0000284,order_000175,user_00052,merchant_0061,2026-02-01,949.33,wallet,failed
pay_0000272,inst_0000285,order_000175,user_00052,merchant_0061,2026-03-21,949.33,wallet,success
pay_0000273,inst_0000286,order_000176,user_00053,merchant_0108,2026-01-20,576.67,wallet,success
pay_0000274,inst_0000287,order_000176,user_00053,merchant_0108,2026-02-20,576.67,wallet,success
pay_0000275,inst_0000288,order_000176,user_00053,merchant_0108,2026-03-23,576.67,card,success
pay_0000276,inst_0000289,order_000177,user_00053,merchant_0066,2026-04-07,556.67,card,success
pay_0000277,inst_0000290,order_000177,user_00053,merchant_0066,2026-05-08,556.67,card,success
pay_0000278,inst_0000291,order_000177,user_00053,merchant_0066,2026-06-06,556.67,wallet,success
pay_0000279,inst_0000292,order_000186,user_00056,merchant_0113,2025-11-19,675.0,card,success
pay_0000280,inst_0000293,order_000186,user_00056,merchant_0113,2025-12-18,675.0,card,success
pay_0000281,inst_0000294,order_000186,user_00056,merchant_0113,2026-01-18,675.0,wallet,failed
pay_0000282,inst_0000295,order_000187,user_00057,merchant_0102,2026-03-26,1111.67,wallet,success
pay_0000283,inst_0000296,order_000187,user_00057,merchant_0102,2026-04-24,1111.67,card,success
pay_0000284,inst_0000297,order_000187,user_00057,merchant_0102,2026-05-24,1111.67,wallet,success
pay_0000285,inst_0000298,order_000190,user_00057,merchant_0102,2026-03-06,1321.0,card,success
pay_0000286,inst_0000299,order_000190,user_00057,merchant_0102,2026-04-07,1321.0,wallet,success
pay_0000287,inst_0000300,order_000190,user_00057,merchant_0102,2026-05-07,1321.0,card,success
pay_0000288,inst_0000301,order_000191,user_00057,merchant_0071,2026-03-21,890.33,wallet,success
pay_0000289,inst_0000302,order_000191,user_00057,merchant_0071,2026-04-20,890.33,wallet,success
pay_0000290,inst_0000303,order_000191,user_00057,merchant_0071,2026-05-21,890.33,wallet,success
pay_0000291,inst_0000304,order_000192,user_00058,merchant_0019,2025-12-29,530.0,wallet,success
pay_0000292,inst_0000305,order_000192,user_00058,merchant_0019,2026-01-29,530.0,wallet,success
pay_0000293,inst_0000306,order_000192,user_00058,merchant_0019,2026-02-26,530.0,card,success
