installment_id,order_id,user_id,merchant_id,installment_number,due_date,paid_date,status,late_days
inst_0000046,order_000028,user_00009,merchant_0105,1,2026-01-10,,unpaid,
inst_0000047,order_000028,user_00009,merchant_0105,2,2026-02-09,2026-02-08,paid,0.0
inst_0000048,order_000028,user_00009,merchant_0105,3,2026-03-11,2026-03-10,paid,0.0
inst_0000049,order_000029,user_00009,merchant_0050,1,2026-01-28,2026-02-19,late,22.0
inst_0000050,order_000029,user_00009,merchant_0050,2,2026-02-27,2026-03-13,late,14.0
inst_0000051,order_000029,user_00009,merchant_0050,3,2026-03-29,,unpaid,
inst_0000052,order_000032,user_00010,merchant_0110,1,2026-01-23,2026-01-21,paid,0.0
inst_0000053,order_000032,user_00010,merchant_0110,2,2026-02-22,2026-02-20,paid,0.0
inst_0000054,order_000032,user_00010,merchant_0110,3,2026-03-24,2026-04-05,late,12.0
inst_0000055,order_000033,user_00010,merchant_0102,1,2026-01-24,2026-01-23,paid,0.0
inst_0000056,order_000033,user_00010,merchant_0102,2,2026-02-23,2026-02-21,paid,0.0
inst_0000057,order_000033,user_00010,merchant_0102,3,2026-03-25,2026-03-24,paid,0.0
inst_0000058,order_000035,user_00010,merchant_0067,1,2026-04-13,2026-04-13,paid,0.0
inst_0000059,order_000035,user_00010,merchant_0067,2,2026-05-13,2026-05-13,paid,0.0
inst_0000060,order_000035,user_00010,merchant_0067,3,2026-06-12,2026-06-10,paid,0.0
inst_0000061,order_000036,user_00010,merchant_0033,1,2026-02-19,2026-02-17,paid,0.0
inst_0000062,order_000036,user_00010,merchant_0033,2,2026-03-21,,unpaid,
inst_0000063,order_000036,user_00010,merchant_0033,3,2026-04-20,2026-04-20,paid,0.0
inst_0000064,order_000037,user_00011,merchant_0097,1,2026-02-13,2026-02-11,paid,0.0
inst_0000065,order_000037,user_00011,merchant_0097,2,2026-03-15,2026-03-13,paid,0.0
inst_0000066,order_000037,user_00011,merchant_0097,3,2026-04-14,2026-04-14,paid,0.0
inst_0000067,order_000038,user_00011,merchant_0096,1,2026-01-03,2026-01-11,late,8.0
inst_0000068,order_000038,user_00011,merchant_0096,2,2026-02-02,,unpaid,
inst_0000069,order_000038,user_00011,merchant_0096,3,2026-03-04,2026-03-10,late,6.0
inst_0000070,order_000040,user_00011,merchant_0108,1,2026-01-23,2026-01-21,paid,0.0
inst_0000071,order_000040,user_00011,merchant_0108,2,2026-02-22,2026-03-16,late,22.0
inst_0000072,order_000040,user_00011,merchant_0108,3,2026-03-24,2026-03-22,paid,0.0
inst_0000073,order_000041,user_00011,merchant_0063,1,2026-02-06,2026-02-05,paid,0.0
inst_0000074,order_000041,user_00011,merchant_0063,2,2026-03-08,2026-03-06,paid,0.0
inst_0000075,order_000041,user_00011,merchant_0063,3,2026-04-07,2026-04-05,paid,0.0
inst_0000076,order_000042,user_00012,merchant_0010,1,2026-02-02,2026-01-31,paid,0.0
inst_0000077,order_000042,user_00012,merchant_0010,2,2026-03-04,2026-03-03,paid,0.0
inst_0000078,order_000042,user_00012,merchant_0010,3,2026-04-03,2026-04-03,paid,0.0
inst_0000079,order_000043,user_00012,merchant_0058,1,2026-03-05,2026-03-05,paid,0.0
inst_0000080,order_000043,user_00012,merchant_0058,2,2026-04-04,2026-04-02,paid,0.0
inst_0000081,order_000043,user_00012,merchant_0058,3,2026-05-04,2026-05-04,paid,0.0
inst_0000082,order_000045,user_00013,merchant_0023,1,2026-03-05,,unpaid,
inst_0000083,order_000045,user_00013,merchant_0023,2,2026-04-04,2026-04-02,paid,0.0
inst_0000084,order_000045,user_00013,merchant_0023,3,2026-05-04,2026-05-04,paid,0.0
inst_0000085,order_000048,user_00013,merchant_0089,1,2026-02-12,2026-02-11,paid,0.0
inst_0000086,order_000048,user_00013,merchant_0089,2,2026-03-14,,unpaid,
inst_0000087,order_000048,user_00013,merchant_0089,3,2026-04-13,2026-04-13,paid,0.0
inst_0000088,order_000049,user_00014,merchant_0006,1,2026-03-06,2026-03-06,paid,0.0
inst_0000089,order_000049,user_00014,merchant_0006,2,2026-04-05,2026-04-03,paid,0.0
inst_0000090,order_000049,user_00014,merchant_0006,3,2026-05-05,2026-05-05,paid,0.0
inst_0000091,order_000050,user_00014,merchant_0046,1,2026-02-03,2026-02-01,paid,0.0
inst_0000092,order_000050,user_00014,merchant_0046,2,2026-03-05,2026-03-03,paid,0.0
inst_0000093,order_000050,user_00014,merchant_0046,3,2026-04-04,2026-04-03,paid,0.0
inst_0000094,order_000053,user_00016,merchant_0113,1,2025-12-23,2026-01-17,late,25.0
inst_0000095,order_000053,user_00016,merchant_0113,2,2026-01-22,,unpaid,
inst_0000096,order_000053,user_00016,merchant_0113,3,2026-02-21,2026-02-19,paid,0.0
inst_0000097,order_000054,user_00016,merchant_0115,1,2026-02-19,2026-02-18,paid,0.0
inst_0000098,order_000054,user_00016,merchant_0115,2,2026-03-21,2026-03-21,paid,0.0
inst_0000099,order_000054,user_00016,merchant_0115,3,2026-04-20,2026-04-18,paid,0.0
inst_0000100,order_000056,user_00018,merchant_0049,1,2026-01-02,2026-01-02,paid,0.0
inst_0000101,order_000056,user_00018,merchant_0049,2,2026-02-01,2026-02-01,paid,0.0
inst_0000102,order_000056,user_00018,merchant_0049,3,2026-03-03,2026-03-11,late,8.0
inst_0000103,order_000057,user_00018,merchant_0110,1,2025-12-22,2025-12-27,late,5.0
inst_0000104,order_000057,user_00018,merchant_0110,2,2026-01-21,2026-01-19,paid,0.0
inst_0000105,order_000057,user_00018,merchant_0110,3,2026-02-20,2026-02-20,paid,0.0
inst_0000106,order_000058,user_00018,merchant_0084,1,2025-12-24,2025-12-24,paid,0.0
inst_0000107,order_000058,user_00018,merchant_0084,2,2026-01-23,2026-01-23,paid,0.0
inst_0000108,order_000058,user_00018,merchant_0084,3,2026-02-22,2026-02-22,paid,0.0
inst_0000109,order_000059,user_00018,merchant_0083,1,2025-11-16,2025-11-15,paid,0.0
inst_0000110,order_000059,user_00018,merchant_0083,2,2025-12-16,2025-12-14,paid,0.0
inst_0000111,order_000059,user_00018,merchant_0083,3,2026-01-15,2026-01-15,paid,0.0
inst_0000112,order_000063,user_00019,merchant_0019,1,2025-11-25,,unpaid,
inst_0000113,order_000063,user_00019,merchant_0019,2,2025-12-25,2025-12-24,paid,0.0
inst_0000114,order_000063,user_00019,merchant_0019,3,2026-01-24,2026-01-22,paid,0.0
inst_0000115,order_000066,user_00021,merchant_0091,1,2025-12-20,,unpaid,
inst_0000116,order_000066,user_00021,merchant_0091,2,2026-01-19,2026-01-17,paid,0.0
inst_0000117,order_000066,user_00021,merchant_0091,3,2026-02-18,2026-02-18,paid,0.0
inst_0000118,order_000068,user_00021,merchant_0043,1,2026-01-11,2026-01-23,late,12.0
inst_0000119,order_000068,user_00021,merchant_0043,2,2026-02-10,2026-02-09,paid,0.0
inst_0000120,order_000068,user_00021,merchant_0043,3,2026-03-12,2026-03-10,paid,0.0
inst_0000121,order_000069,user_00022,merchant_0075,1,2026-01-30,2026-01-30,paid,0.0
inst_0000122,order_000069,user_00022,merchant_0075,2,2026-03-01,2026-02-27,paid,0.0
inst_0000123,order_000069,user_00022,merchant_0075,3,2026-03-31,2026-03-29,paid,0.0
inst_0000124,order_000070,user_00022,merchant_0046,1,2026-02-28,2026-03-16,late,16.0
inst_0000125,order_000070,user_00022,merchant_0046,2,2026-03-30,2026-03-30,paid,0.0
inst_0000126,order_000070,user_00022,merchant_0046,3,2026-04-29,2026-04-28,paid,0.0
inst_0000127,order_000071,user_00022,merchant_0114,1,2025-12-26,2025-12-24,paid,0.0
inst_0000128,order_000071,user_00022,merchant_0114,2,2026-01-25,2026-01-25,paid,0.0
inst_0000129,order_000071,user_00022,merchant_0114,3,2026-02-24,2026-02-23,paid,0.0
inst_0000130,order_000076,user_00023,merchant_0097,1,2026-01-10,2026-01-08,paid,0.0
inst_0000131,order_000076,user_00023,merchant_0097,2,2026-02-09,2026-02-08,paid,0.0
inst_0000132,order_000076,user_00023,merchant_0097,3,2026-03-11,2026-03-10,paid,0.0
inst_0000133,order_000078,user_00024,merchant_0098,1,2026-02-26,2026-02-26,paid,0.0
inst_0000134,order_000078,user_00024,merchant_0098,2,2026-03-28,,unpaid,
inst_0000135,order_000078,user_00024,merchant_0098,3,2026-04-27,2026-04-27,paid,0.0
inst_0000136,order_000080,user_00025,merchant_0066,1,2025-12-13,2025-12-12,paid,0.0
inst_0000137,order_000080,user_00025,merchant_0066,2,2026-01-12,2026-01-10,paid,0.0
inst_0000138,order_000080,user_00025,merchant_0066,3,2026-02-11,2026-02-11,paid,0.0
inst_0000139,order_000081,user_00025,merchant_0003,1,2026-01-08,,unpaid,
inst_0000140,order_000081,user_00025,merchant_0003,2,2026-02-07,2026-02-07,paid,0.0
inst_0000141,order_000081,user_00025,merchant_0003,3,2026-03-09,,unpaid,
inst_0000142,order_000090,user_00029,merchant_0065,1,2026-01-04,2026-01-11,late,7.0
inst_0000143,order_000090,user_00029,merchant_0065,2,2026-02-03,2026-02-17,late,14.0
inst_0000144,order_000090,user_00029,merchant_0065,3,2026-03-05,2026-03-18,late,13.0
inst_0000145,order_000091,user_00029,merchant_0105,1,2026-03-13,2026-04-03,late,21.0
inst_0000146,order_000091,user_00029,merchant_0105,2,2026-04-12,2026-04-11,paid,0.0
inst_0000147,order_000091,user_00029,merchant_0105,3,2026-05-12,2026-05-12,paid,0.0
inst_0000148,order_000092,user_00029,merchant_0032,1,2026-01-11,,unpaid,
inst_0000149,order_000092,user_00029,merchant_0032,2,2026-02-10,,unpaid,
inst_0000150,order_000092,user_00029,merchant_0032,3,2026-03-12,2026-03-12,paid,0.0
inst_0000151,order_000093,user_00030,merchant_0081,1,2025-11-17,2025-11-17,paid,0.0
inst_0000152,order_000093,user_00030,merchant_0081,2,2025-12-17,2025-12-15,paid,0.0
inst_0000153,order_000093,user_00030,merchant_0081,3,2026-01-16,2026-01-16,paid,0.0
inst_0000154,order_000094,user_00030,merchant_0089,1,2025-11-17,2025-11-17,paid,0.0
inst_0000155,order_000094,user_00030,merchant_0089,2,2025-12-17,2025-12-15,paid,0.0
inst_0000156,order_000094,user_00030,merchant_0089,3,2026-01-16,2026-01-16,paid,0.0
inst_0000157,order_000096,user_00031,merchant_0013,1,2025-12-04,2025-12-02,paid,0.0
inst_0000158,order_000096,user_00031,merchant_0013,2,2026-01-03,2026-01-02,paid,0.0
inst_0000159,order_000096,user_00031,merchant_0013,3,2026-02-02,2026-02-02,paid,0.0
inst_0000160,order_000097,user_00031,merchant_0034,1,2026-01-08,,unpaid,
inst_0000161,order_000097,user_00031,merchant_0034,2,2026-02-07,2026-03-01,late,22.0
inst_0000162,order_000097,user_00031,merchant_0034,3,2026-03-09,,unpaid,
inst_0000163,order_000098,user_00031,merchant_0081,1,2025-11-07,2025-11-07,paid,0.0
inst_0000164,order_000098,user_00031,merchant_0081,2,2025-12-07,2025-12-06,paid,0.0
inst_0000165,order_000098,user_00031,merchant_0081,3,2026-01-06,2026-01-04,paid,0.0
inst_0000166,order_000099,user_00031,merchant_0068,1,2025-11-10,2025-12-02,late,22.0
inst_0000167,order_000099,user_00031,merchant_0068,2,2025-12-10,2025-12-08,paid,0.0
inst_0000168,order_000099,user_00031,merchant_0068,3,2026-01-09,2026-01-08,paid,0.0
inst_0000169,order_000101,user_00032,merchant_0085,1,2026-02-19,2026-02-19,paid,0.0
inst_0000170,order_000101,user_00032,merchant_0085,2,2026-03-21,2026-03-21,paid,0.0
inst_0000171,order_000101,user_00032,merchant_0085,3,2026-04-20,2026-04-20,paid,0.0
inst_0000172,order_000105,user_00033,merchant_0074,1,2026-02-02,2026-02-02,paid,0.0
inst_0000173,order_000105,user_00033,merchant_0074,2,2026-03-04,2026-03-03,paid,0.0
inst_0000174,order_000105,user_00033,merchant_0074,3,2026-04-03,2026-04-26,late,23.0
inst_0000175,order_000108,user_00034,merchant_0087,1,2025-12-16,2025-12-14,paid,0.0
inst_0000176,order_000108,user_00034,merchant_0087,2,2026-01-15,2026-02-03,late,19.0
inst_0000177,order_000108,user_00034,merchant_0087,3,2026-02-14,2026-02-12,paid,0.0
inst_0000178,order_000110,user_00034,merchant_0010,1,2025-12-13,2025-12-12,paid,0.0
inst_0000179,order_000110,user_00034,merchant_0010,2,2026-01-12,2026-01-27,late,15.0
inst_0000180,order_000110,user_00034,merchant_0010,3,2026-02-11,,unpaid,
inst_0000181,order_000112,user_00035,merchant_0042,1,2026-03-01,2026-03-24,late,23.0
inst_0000182,order_000112,user_00035,merchant_0042,2,2026-03-31,2026-03-31,paid,0.0
inst_0000183,order_000112,user_00035,merchant_0042,3,2026-04-30,2026-04-29,paid,0.0
inst_0000184,order_000113,user_00035,merchant_0070,1,2026-01-17,2026-01-17,paid,0.0
inst_0000185,order_000113,user_00035,merchant_0070,2,2026-02-16,2026-03-13,late,25.0
inst_0000186,order_000113,user_00035,merchant_0070,3,2026-03-18,2026-03-18,paid,0.0
inst_0000187,order_000114,user_00035,merchant_0053,1,2026-01-25,2026-01-24,paid,0.0
inst_0000188,order_000114,user_00035,merchant_0053,2,2026-02-24,2026-02-24,paid,0.0
inst_0000189,order_000114,user_00035,merchant_0053,3,2026-03-26,2026-03-26,paid,0.0
inst_0000190,order_000115,user_00035,merchant_0111,1,2026-01-15,2026-01-15,paid,0.0
inst_0000191,order_000115,user_00035,merchant_0111,2,2026-02-14,2026-02-13,paid,0.0
inst_0000192,order_000115,user_00035,merchant_0111,3,2026-03-16,2026-03-14,paid,0.0
inst_0000193,order_000116,user_00035,merchant_0052,1,2026-01-28,2026-01-28,paid,0.0
inst_0000194,order_000116,user_00035,merchant_0052,2,2026-02-27,2026-02-27,paid,0.0
inst_0000195,order_000116,user_00035,merchant_0052,3,2026-03-29,2026-03-27,paid,0.0
inst_0000196,order_000117,user_00036,merchant_0110,1,2026-03-23,2026-03-21,paid,0.0
inst_0000197,order_000117,user_00036,merchant_0110,2,2026-04-22,2026-04-20,paid,0.0
inst_0000198,order_000117,user_00036,merchant_0110,3,2026-05-22,2026-05-21,paid,0.0
inst_0000199,order_000120,user_00037,merchant_0091,1,2025-11-25,2025-11-23,paid,0.0
inst_0000200,order_000120,user_00037,merchant_0091,2,2025-12-25,2025-12-23,paid,0.0
inst_0000201,order_000120,user_00037,merchant_0091,3,2026-01-24,2026-01-22,paid,0.0
inst_0000202,order_000121,user_00037,merchant_0059,1,2026-01-01,2025-12-30,paid,0.0
inst_0000203,order_000121,user_00037,merchant_0059,2,2026-01-31,2026-02-08,late,8.0
inst_0000204,order_000121,user_00037,merchant_0059,3,2026-03-02,2026-03-18,late,16.0
inst_0000205,order_000124,user_00038,merchant_0104,1,2025-11-20,2025-11-19,paid,0.0
inst_0000206,order_000124,user_00038,merchant_0104,2,2025-12-20,2025-12-18,paid,0.0
inst_0000207,order_000124,user_00038,merchant_0104,3,2026-01-19,2026-01-29,late,10.0
inst_0000208,order_000125,user_00039,merchant_0109,1,2026-02-02,2026-02-09,late,7.0
inst_0000209,order_000125,user_00039,merchant_0109,2,2026-03-04,2026-03-03,paid,0.0
inst_0000210,order_000125,user_00039,merchant_0109,3,2026-04-03,2026-04-03,paid,0.0
inst_0000211,order_000127,user_00039,merchant_0084,1,2026-03-09,2026-03-07,paid,0.0
inst_0000212,order_000127,user_00039,merchant_0084,2,2026-04-08,2026-04-13,late,5.0
inst_0000213,order_000127,user_00039,merchant_0084,3,2026-05-08,2026-05-08,paid,0.0
inst_0000214,order_000128,user_00039,merchant_0006,1,2026-01-30,,unpaid,
inst_0000215,order_000128,user_00039,merchant_0006,2,2026-03-01,2026-03-01,paid,0.0
inst_0000216,order_000128,user_00039,merchant_0006,3,2026-03-31,2026-04-06,late,6.0
inst_0000217,order_000129,user_00040,merchant_0030,1,2025-12-30,2025-12-28,paid,0.0
inst_0000218,order_000129,user_00040,merchant_0030,2,2026-01-29,2026-02-18,late,20.0
inst_0000219,order_000129,user_00040,merchant_0030,3,2026-02-28,2026-02-27,paid,0.0
inst_0000220,order_000130,user_00040,merchant_0050,1,2025-11-24,,unpaid,
inst_0000221,order_000130,user_00040,merchant_0050,2,2025-12-24,2025-12-23,paid,0.0
inst_0000222,order_000130,user_00040,merchant_0050,3,2026-01-23,2026-01-23,paid,0.0
inst_0000223,order_000132,user_00040,merchant_0106,1,2025-11-05,2025-11-27,late,22.0
inst_0000224,order_000132,user_00040,merchant_0106,2,2025-12-05,2025-12-16,late,11.0
inst_0000225,order_000132,user_00040,merchant_0106,3,2026-01-04,2026-01-04,paid,0.0
inst_0000226,order_000134,user_00041,merchant_0014,1,2026-03-16,2026-04-08,late,23.0
inst_0000227,order_000134,user_00041,merchant_0014,2,2026-04-15,,unpaid,
inst_0000228,order_000134,user_00041,merchant_0014,3,2026-05-15,2026-05-29,late,14.0
inst_0000229,order_000136,user_00041,merchant_0106,1,2026-02-23,2026-02-21,paid,0.0
inst_0000230,order_000136,user_00041,merchant_0106,2,2026-03-25,2026-04-13,late,19.0
inst_0000231,order_000136,user_00041,merchant_0106,3,2026-04-24,2026-04-28,late,4.0
inst_0000232,order_000137,user_00041,merchant_0067,1,2026-02-19,2026-03-16,late,25.0
inst_0000233,order_000137,user_00041,merchant_0067,2,2026-03-21,2026-03-21,paid,0.0
inst_0000234,order_000137,user_00041,merchant_0067,3,2026-04-20,,unpaid,
inst_0000235,order_000140,user_00042,merchant_0111,1,2026-01-24,,unpaid,
inst_0000236,order_000140,user_00042,merchant_0111,2,2026-02-23,2026-02-23,paid,0.0
inst_0000237,order_000140,user_00042,merchant_0111,3,2026-03-25,2026-03-25,paid,0.0
inst_0000238,order_000141,user_00042,merchant_0021,1,2026-03-24,2026-03-23,paid,0.0
inst_0000239,order_000141,user_00042,merchant_0021,2,2026-04-23,2026-04-21,paid,0.0
inst_0000240,order_000141,user_00042,merchant_0021,3,2026-05-23,2026-05-21,paid,0.0
inst_0000241,order_000142,user_00043,merchant_0071,1,2026-02-10,,unpaid,
inst_0000242,order_000142,user_00043,merchant_0071,2,2026-03-12,2026-03-10,paid,0.0
inst_0000243,order_000142,user_00043,merchant_0071,3,2026-04-11,,unpaid,
inst_0000244,order_000143,user_00044,merchant_0095,1,2026-01-15,2026-01-14,paid,0.0
inst_0000245,order_000143,user_00044,merchant_0095,2,2026-02-14,2026-03-10,late,24.0
inst_0000246,order_000143,user_00044,merchant_0095,3,2026-03-16,2026-03-16,paid,0.0
inst_0000247,order_000145,user_00044,merchant_0005,1,2026-01-01,2025-12-31,paid,0.0
inst_0000248,order_000145,user_00044,merchant_0005,2,2026-01-31,2026-01-30,paid,0.0
inst_0000249,order_000145,user_00044,merchant_0005,3,2026-03-02,2026-02-28,paid,0.0
inst_0000250,order_000146,user_00044,merchant_0064,1,2026-02-10,2026-02-18,late,8.0
inst_0000251,order_000146,user_00044,merchant_0064,2,2026-03-12,2026-03-10,paid,0.0
inst_0000252,order_000146,user_00044,merchant_0064,3,2026-04-11,2026-04-09,paid,0.0
inst_0000253,order_000155,user_00047,merchant_0035,1,2026-02-25,2026-03-15,late,18.0
inst_0000254,order_000155,user_00047,merchant_0035,2,2026-03-27,2026-03-25,paid,0.0
inst_0000255,order_000155,user_00047,merchant_0035,3,2026-04-26,2026-05-04,late,8.0
inst_0000256,order_000156,user_00048,merchant_0087,1,2025-12-19,2025-12-17,paid,0.0
inst_0000257,order_000156,user_00048,merchant_0087,2,2026-01-18,2026-01-18,paid,0.0
inst_0000258,order_000156,user_00048,merchant_0087,3,2026-02-17,2026-03-10,late,21.0
inst_0000259,order_000160,user_00049,merchant_0082,1,2025-12-31,2025-12-31,paid,0.0
inst_0000260,order_000160,user_00049,merchant_0082,2,2026-01-30,2026-01-30,paid,0.0
inst_0000261,order_000160,user_00049,merchant_0082,3,2026-03-01,2026-03-01,paid,0.0
inst_0000262,order_000165,user_00050,merchant_0068,1,2025-11-07,2025-11-07,paid,0.0
inst_0000263,order_000165,user_00050,merchant_0068,2,2025-12-07,2025-12-07,paid,0.0
inst_0000264,order_000165,user_00050,merchant_0068,3,2026-01-06,,unpaid,
inst_0000265,order_000166,user_00050,merchant_0003,1,2026-01-16,2026-01-14,paid,0.0
inst_0000266,order_000166,user_00050,merchant_0003,2,2026-02-15,2026-02-13,paid,0.0
inst_0000267,order_000166,user_00050,merchant_0003,3,2026-03-17,2026-04-01,late,15.0
inst_0000268,order_000167,user_00050,merchant_0021,1,2025-12-15,2025-12-20,late,5.0
inst_0000269,order_000167,user_00050,merchant_0021,2,2026-01-14,2026-01-13,paid,0.0
inst_0000270,order_000167,user_00050,merchant_0021,3,2026-02-13,2026-02-20,late,7.0
inst_0000271,order_000169,user_00050,merchant_0094,1,2025-12-23,2025-12-23,paid,0.0
inst_0000272,order_000169,user_00050,merchant_0094,2,2026-01-22,2026-01-21,paid,0.0
inst_0000273,order_000169,user_00050,merchant_0094,3,2026-02-21,,unpaid,
inst_0000274,order_000171,user_00052,merchant_0003,1,2025-11-14,2025-11-12,paid,0.0
inst_0000275,order_000171,user_00052,merchant_0003,2,2025-12-14,2025-12-30,late,16.0
inst_0000276,order_000171,user_00052,merchant_0003,3,2026-01-13,2026-01-13,paid,0.0
inst_0000277,order_000172,user_00052,merchant_0115,1,2025-11-27,2025-11-27,paid,0.0
inst_0000278,order_000172,user_00052,merchant_0115,2,2025-12-27,2025-12-27,paid,0.0
inst_0000279,order_000172,user_00052,merchant_0115,3,2026-01-26,2026-01-24,paid,0.0
inst_0000280,order_000174,user_00052,merchant_0035,1,2025-12-19,,unpaid,
inst_0000281,order_000174,user_00052,merchant_0035,2,2026-01-18,2026-01-16,paid,0.0
inst_0000282,order_000174,user_00052,merchant_0035,3,2026-02-17,,unpaid,
inst_0000283,order_000175,user_00052,merchant_0061,1,2026-01-02,2025-12-31,paid,0.0
inst_0000284,order_000175,user_00052,merchant_0061,2,2026-02-01,,unpaid,
inst_0000285,order_000175,user_00052,merchant_0061,3,2026-03-03,2026-03-21,late,18.0
inst_0000286,order_000176,user_00053,merchant_0108,1,2026-01-22,2026-01-20,paid,0.0
inst_0000287,order_000176,user_00053,merchant_0108,2,2026-02-21,2026-02-20,paid,0.0
inst_0000288,order_000176,user_00053,merchant_0108,3,2026-03-23,2026-03-23,paid,0.0
inst_0000289,order_000177,user_00053,merchant_0066,1,2026-04-09,2026-04-07,paid,0.0
inst_0000290,order_000177,user_00053,merchant_0066,2,2026-05-09,2026-05-08,paid,0.0
inst_0000291,order_000177,user_00053,merchant_0066,3,2026-06-08,2026-06-06,paid,0.0
inst_0000292,order_000186,user_00056,merchant_0113,1,2025-11-19,2025-11-19,paid,0.0
inst_0000293,order_000186,user_00056,merchant_0113,2,2025-12-19,2025-12-18,paid,0.0
inst_0000294,order_000186,user_00056,merchant_0113,3,2026-01-18,,unpaid,
inst_0000295,order_000187,user_00057,merchant_0102,1,2026-03-27,2026-03-26,paid,0.0
inst_0000296,order_000187,user_00057,merchant_0102,2,2026-04-26,2026-04-24,paid,0.0
inst_0000297,order_000187,user_00057,merchant_0102,3,2026-05-26,2026-05-24,paid,0.0
inst_0000298,order_000190,user_00057,merchant_0102,1,2026-03-08,2026-03-06,paid,0.0
inst_0000299,order_000190,user_00057,merchant_0102,2,2026-04-07,2026-04-07,paid,0.0
inst_0000300,order_000190,user_00057,merchant_0102,3,2026-05-07,2026-05-07,paid,0.0
inst_0000301,order_000191,user_00057,merchant_0071,1,2026-03-23,2026-03-21,paid,0.0
inst_0000302,order_000191,user_00057,merchant_0071,2,2026-04-22,2026-04-20,paid,0.0
