order_id,user_id,merchant_id,order_date,amount,currency,installments_count_x,status,signup_date,kyc_level,city,account_status,created_at,updated_at,merchant_name,category,city_merchant,merchant_status,created_at_merchant,updated_at_merchant,installments_count_y,paid_installments,late_installments,unpaid_installments,max_late_days,successful_payments,failed_payments,has_dispute,refund_amount
order_000022,user_00007,merchant_0095,2026-02-22,2642,MAD,3,approved,2025-12-04,full,Marrakech,active,2025-12-04 11:45:03.427010,2025-12-04 11:45:03.427010,Merchant 95,electronics,Rabat,active,2025-08-19 11:46:47.416889,2025-08-19 11:46:47.416889,3.0,1,1,1,10.0,2,1,0,0.0
order_000023,user_00007,merchant_0041,2026-02-04,1678,MAD,3,approved,2025-12-04,full,Marrakech,active,2025-12-04 11:45:03.427010,2025-12-04 11:45:03.427010,Merchant 41,electronics,Casablanca,active,2025-08-16 11:46:47.416889,2025-08-16 11:46:47.416889,3.0,2,0,1,0.0,2,1,0,0.0
order_000024,user_00008,merchant_0005,2026-01-14,3667,MAD,3,rejected,2025-10-24,basic,Marrakech,active,2025-10-24 11:45:03.427010,2025-10-24 11:45:03.427010,Merchant 5,electronics,Marrakech,active,2025-09-10 11:46:47.416889,2025-09-10 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000025,user_00008,merchant_0048,2025-12-30,484,MAD,3,rejected,2025-10-24,basic,Marrakech,active,2025-10-24 11:45:03.427010,2025-10-24 11:45:03.427010,Merchant 48,fashion,Marrakech,active,2025-09-01 11:46:47.416889,2025-09-01 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000026,user_00008,merchant_0118,2025-11-13,1126,MAD,3,approved,2025-10-24,basic,Marrakech,active,2025-10-24 11:45:03.427010,2025-10-24 11:45:03.427010,Merchant 118,travel,Casablanca,active,2025-10-09 11:46:47.416889,2025-10-09 11:46:47.416889,3.0,1,2,0,18.0,3,0,0,0.0
order_000027,user_00008,merchant_0091,2025-11-12,3284,MAD,3,rejected,2025-10-24,basic,Marrakech,active,2025-10-24 11:45:03.427010,2025-10-24 11:45:03.427010,Merchant 91,travel,Casablanca,active,2025-08-12 11:46:47.416889,2025-08-12 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000028,user_00009,merchant_0105,2025-12-11,1326,MAD,3,approved,2025-10-20,basic,Casablanca,active,2025-10-20 11:45:03.427010,2025-10-20 11:45:03.427010,Merchant 105,travel,Rabat,active,2025-10-14 11:46:47.416889,2025-10-14 11:46:47.416889,3.0,2,0,1,0.0,2,0,0,0.0
order_000029,user_00009,merchant_0050,2025-12-29,316,MAD,3,approved,2025-10-20,basic,Casablanca,active,2025-10-20 11:45:03.427010,2025-10-20 11:45:03.427010,Merchant 50,home,Casablanca,active,2025-09-01 11:46:47.416889,2025-09-01 11:46:47.416889,3.0,0,2,1,22.0,2,0,1,182.62
order_000030,user_00009,merchant_0076,2025-12-18,1324,MAD,3,rejected,2025-10-20,basic,Casablanca,active,2025-10-20 11:45:03.427010,2025-10-20 11:45:03.427010,Merchant 76,travel,Casablanca,blocked,2025-09-13 11:46:47.416889,2025-09-13 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000031,user_00009,merchant_0052,2026-01-17,2919,MAD,3,rejected,2025-10-20,basic,Casablanca,active,2025-10-20 11:45:03.427010,2025-10-20 11:45:03.427010,Merchant 52,electronics,Marrakech,active,2025-08-28 11:46:47.416889,2025-08-28 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000032,user_00010,merchant_0110,2025-12-24,1482,MAD,3,approved,2025-12-16,full,Rabat,active,2025-12-16 11:45:03.427010,2025-12-16 11:45:03.427010,Merchant 110,electronics,Rabat,active,2025-11-10 11:46:47.416889,2025-11-10 11:46:47.416889,3.0,2,1,0,12.0,3,0,0,0.0
order_000033,user_00010,merchant_0102,2025-12-25,2209,MAD,3,approved,2025-12-16,full,Rabat,active,2025-12-16 11:45:03.427010,2025-12-16 11:45:03.427010,Merchant 102,electronics,Casablanca,active,2025-09-15 11:46:47.416889,2025-09-15 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000034,user_00010,merchant_0009,2026-02-27,2499,MAD,3,rejected,2025-12-16,full,Rabat,active,2025-12-16 11:45:03.427010,2025-12-16 11:45:03.427010,Merchant 9,travel,Marrakech,blocked,2025-10-12 11:46:47.416889,2025-10-12 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000035,user_00010,merchant_0067,2026-03-14,3242,MAD,3,approved,2025-12-16,full,Rabat,active,2025-12-16 11:45:03.427010,2025-12-16 11:45:03.427010,Merchant 67,fashion,Rabat,active,2025-10-16 11:46:47.416889,2025-10-16 11:46:47.416889,3.0,3,0,0,0.0,2,1,1,1518.62
order_000036,user_00010,merchant_0033,2026-01-20,849,MAD,3,approved,2025-12-16,full,Rabat,active,2025-12-16 11:45:03.427010,2025-12-16 11:45:03.427010,Merchant 33,travel,Rabat,active,2025-07-19 11:46:47.416889,2025-07-19 11:46:47.416889,3.0,2,0,1,0.0,2,1,0,0.0
order_000037,user_00011,merchant_0097,2026-01-14,1798,MAD,3,approved,2025-11-21,full,Casablanca,active,2025-11-21 11:45:03.427010,2025-11-21 11:45:03.427010,Merchant 97,electronics,Marrakech,active,2025-10-10 11:46:47.416889,2025-10-10 11:46:47.416889,3.0,3,0,0,0.0,2,1,0,0.0
order_000038,user_00011,merchant_0096,2025-12-04,3051,MAD,3,approved,2025-11-21,full,Casablanca,active,2025-11-21 11:45:03.427010,2025-11-21 11:45:03.427010,Merchant 96,travel,Rabat,active,2025-07-31 11:46:47.416889,2025-07-31 11:46:47.416889,3.0,0,2,1,8.0,2,1,1,0.0
order_000039,user_00011,merchant_0065,2025-12-29,2587,MAD,3,rejected,2025-11-21,full,Casablanca,active,2025-11-21 11:45:03.427010,2025-11-21 11:45:03.427010,Merchant 65,fashion,Rabat,active,2025-10-03 11:46:47.416889,2025-10-03 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000040,user_00011,merchant_0108,2025-12-24,3515,MAD,3,approved,2025-11-21,full,Casablanca,active,2025-11-21 11:45:03.427010,2025-11-21 11:45:03.427010,Merchant 108,travel,Rabat,active,2025-08-09 11:46:47.416889,2025-08-09 11:46:47.416889,3.0,2,1,0,22.0,3,0,0,0.0
order_000041,user_00011,merchant_0063,2026-01-07,2458,MAD,3,approved,2025-11-21,full,Casablanca,active,2025-11-21 11:45:03.427010,2025-11-21 11:45:03.427010,Merchant 63,travel,Marrakech,active,2025-09-04 11:46:47.416889,2025-09-04 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000042,user_00012,merchant_0010,2026-01-03,3957,MAD,3,approved,2025-11-06,full,Casablanca,active,2025-11-06 11:45:03.427010,2025-11-06 11:45:03.427010,Merchant 10,travel,Casablanca,active,2025-08-30 11:46:47.416889,2025-08-30 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000043,user_00012,merchant_0058,2026-02-03,1164,MAD,3,approved,2025-11-06,full,Casablanca,active,2025-11-06 11:45:03.427010,2025-11-06 11:45:03.427010,Merchant 58,travel,Marrakech,active,2025-10-04 11:46:47.416889,2025-10-04 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000044,user_00013,merchant_0035,2026-03-02,2876,MAD,3,rejected,2025-12-05,basic,Rabat,active,2025-12-05 11:45:03.427010,2025-12-05 11:45:03.427010,Merchant 35,electronics,Casablanca,active,2025-11-06 11:46:47.416889,2025-11-06 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000045,user_00013,merchant_0023,2026-02-03,1313,MAD,3,approved,2025-12-05,basic,Rabat,active,2025-12-05 11:45:03.427010,2025-12-05 11:45:03.427010,Merchant 23,electronics,Rabat,active,2025-08-01 11:46:47.416889,2025-08-01 11:46:47.416889,3.0,2,0,1,0.0,2,0,0,0.0
order_000046,user_00013,merchant_0102,2025-12-11,2875,MAD,3,rejected,2025-12-05,basic,Rabat,active,2025-12-05 11:45:03.427010,2025-12-05 11:45:03.427010,Merchant 102,electronics,Casablanca,active,2025-09-15 11:46:47.416889,2025-09-15 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000047,user_00013,merchant_0036,2026-02-28,531,MAD,3,rejected,2025-12-05,basic,Rabat,active,2025-12-05 11:45:03.427010,2025-12-05 11:45:03.427010,Merchant 36,electronics,Casablanca,closed,2025-11-10 11:46:47.416889,2025-11-10 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000048,user_00013,merchant_0089,2026-01-13,581,MAD,3,approved,2025-12-05,basic,Rabat,active,2025-12-05 11:45:03.427010,2025-12-05 11:45:03.427010,Merchant 89,fashion,Rabat,active,2025-10-15 11:46:47.416889,2025-10-15 11:46:47.416889,3.0,2,0,1,0.0,2,0,0,0.0
order_000049,user_00014,merchant_0006,2026-02-04,3225,MAD,3,approved,2025-12-06,full,Casablanca,active,2025-12-06 11:45:03.427010,2025-12-06 11:45:03.427010,Merchant 6,home,Rabat,active,2025-08-18 11:46:47.416889,2025-08-18 11:46:47.416889,3.0,3,0,0,0.0,3,0,1,2295.81
order_000050,user_00014,merchant_0046,2026-01-04,3926,MAD,3,approved,2025-12-06,full,Casablanca,active,2025-12-06 11:45:03.427010,2025-12-06 11:45:03.427010,Merchant 46,fashion,Casablanca,active,2025-08-10 11:46:47.416889,2025-08-10 11:46:47.416889,3.0,3,0,0,0.0,2,1,0,0.0
order_000051,user_00015,merchant_0090,2025-11-30,1776,MAD,3,rejected,2025-11-26,full,Rabat,active,2025-11-26 11:45:03.427010,2025-11-26 11:45:03.427010,Merchant 90,electronics,Casablanca,active,2025-10-16 11:46:47.416889,2025-10-16 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000052,user_00015,merchant_0036,2025-12-11,3794,MAD,3,rejected,2025-11-26,full,Rabat,active,2025-11-26 11:45:03.427010,2025-11-26 11:45:03.427010,Merchant 36,electronics,Casablanca,closed,2025-11-10 11:46:47.416889,2025-11-10 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000053,user_00016,merchant_0113,2025-11-23,581,MAD,3,approved,2025-11-03,full,Rabat,active,2025-11-03 11:45:03.427010,2025-11-03 11:45:03.427010,Merchant 113,travel,Casablanca,active,2025-08-18 11:46:47.416889,2025-08-18 11:46:47.416889,3.0,1,1,1,25.0,1,2,0,0.0
order_000054,user_00016,merchant_0115,2026-01-20,682,MAD,3,approved,2025-11-03,full,Rabat,active,2025-11-03 11:45:03.427010,2025-11-03 11:45:03.427010,Merchant 115,home,Casablanca,active,2025-08-09 11:46:47.416889,2025-08-09 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000055,user_00017,merchant_0030,2026-02-02,3437,MAD,3,rejected,2025-11-21,full,Marrakech,closed,2025-11-21 11:45:03.427010,2025-11-21 11:45:03.427010,Merchant 30,fashion,Rabat,active,2025-08-12 11:46:47.416889,2025-08-12 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000056,user_00018,merchant_0049,2025-12-03,2928,MAD,3,approved,2025-09-20,full,Rabat,active,2025-09-20 11:45:03.427010,2025-09-20 11:45:03.427010,Merchant 49,home,Casablanca,active,2025-11-12 11:46:47.416889,2025-11-12 11:46:47.416889,3.0,2,1,0,8.0,3,0,0,0.0
order_000057,user_00018,merchant_0110,2025-11-22,3388,MAD,3,approved,2025-09-20,full,Rabat,active,2025-09-20 11:45:03.427010,2025-09-20 11:45:03.427010,Merchant 110,electronics,Rabat,active,2025-11-10 11:46:47.416889,2025-11-10 11:46:47.416889,3.0,2,1,0,5.0,3,0,1,2975.7
order_000058,user_00018,merchant_0084,2025-11-24,3317,MAD,3,approved,2025-09-20,full,Rabat,active,2025-09-20 11:45:03.427010,2025-09-20 11:45:03.427010,Merchant 84,electronics,Rabat,active,2025-11-05 11:46:47.416889,2025-11-05 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000059,user_00018,merchant_0083,2025-10-17,514,MAD,3,approved,2025-09-20,full,Rabat,active,2025-09-20 11:45:03.427010,2025-09-20 11:45:03.427010,Merchant 83,electronics,Marrakech,active,2025-11-14 11:46:47.416889,2025-11-14 11:46:47.416889,3.0,3,0,0,0.0,2,1,0,0.0
order_000060,user_00019,merchant_0050,2025-10-23,2897,MAD,3,rejected,2025-09-28,basic,Marrakech,suspended,2025-09-28 11:45:03.427010,2025-09-28 11:45:03.427010,Merchant 50,home,Casablanca,active,2025-09-01 11:46:47.416889,2025-09-01 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000061,user_00019,merchant_0039,2025-12-02,3259,MAD,3,rejected,2025-09-28,basic,Marrakech,suspended,2025-09-28 11:45:03.427010,2025-09-28 11:45:03.427010,Merchant 39,home,Rabat,active,2025-11-04 11:46:47.416889,2025-11-04 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000062,user_00019,merchant_0056,2025-12-08,880,MAD,3,rejected,2025-09-28,basic,Marrakech,suspended,2025-09-28 11:45:03.427010,2025-09-28 11:45:03.427010,Merchant 56,home,Marrakech,active,2025-10-02 11:46:47.416889,2025-10-02 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000063,user_00019,merchant_0019,2025-10-26,546,MAD,3,approved,2025-09-28,basic,Marrakech,suspended,2025-09-28 11:45:03.427010,2025-09-28 11:45:03.427010,Merchant 19,home,Casablanca,active,2025-08-24 11:46:47.416889,2025-08-24 11:46:47.416889,3.0,2,0,1,0.0,2,1,0,0.0
order_000064,user_00020,merchant_0009,2026-01-03,834,MAD,3,rejected,2025-12-10,basic,Marrakech,active,2025-12-10 11:45:03.427010,2025-12-10 11:45:03.427010,Merchant 9,travel,Marrakech,blocked,2025-10-12 11:46:47.416889,2025-10-12 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000065,user_00021,merchant_0004,2025-11-27,1570,MAD,3,rejected,2025-11-16,basic,Rabat,active,2025-11-16 11:45:03.427010,2025-11-16 11:45:03.427010,Merchant 4,travel,Marrakech,blocked,2025-07-22 11:46:47.416889,2025-07-22 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000066,user_00021,merchant_0091,2025-11-20,2077,MAD,3,approved,2025-11-16,basic,Rabat,active,2025-11-16 11:45:03.427010,2025-11-16 11:45:03.427010,Merchant 91,travel,Casablanca,active,2025-08-12 11:46:47.416889,2025-08-12 11:46:47.416889,3.0,2,0,1,0.0,2,1,0,0.0
order_000067,user_00021,merchant_0015,2025-11-26,379,MAD,3,rejected,2025-11-16,basic,Rabat,active,2025-11-16 11:45:03.427010,2025-11-16 11:45:03.427010,Merchant 15,electronics,Casablanca,blocked,2025-10-07 11:46:47.416889,2025-10-07 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000068,user_00021,merchant_0043,2025-12-12,3120,MAD,3,approved,2025-11-16,basic,Rabat,active,2025-11-16 11:45:03.427010,2025-11-16 11:45:03.427010,Merchant 43,travel,Casablanca,active,2025-11-05 11:46:47.416889,2025-11-05 11:46:47.416889,3.0,2,1,0,12.0,3,0,0,0.0
order_000069,user_00022,merchant_0075,2025-12-31,1637,MAD,3,approved,2025-11-12,full,Marrakech,active,2025-11-12 11:45:03.427010,2025-11-12 11:45:03.427010,Merchant 75,travel,Marrakech,active,2025-08-11 11:46:47.416889,2025-08-11 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000070,user_00022,merchant_0046,2026-01-29,652,MAD,3,approved,2025-11-12,full,Marrakech,active,2025-11-12 11:45:03.427010,2025-11-12 11:45:03.427010,Merchant 46,fashion,Casablanca,active,2025-08-10 11:46:47.416889,2025-08-10 11:46:47.416889,3.0,2,1,0,16.0,2,1,0,0.0
order_000071,user_00022,merchant_0114,2025-11-26,328,MAD,3,approved,2025-11-12,full,Marrakech,active,2025-11-12 11:45:03.427010,2025-11-12 11:45:03.427010,Merchant 114,travel,Rabat,active,2025-11-01 11:46:47.416889,2025-11-01 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000072,user_00023,merchant_0092,2025-09-21,2068,MAD,3,rejected,2025-09-17,full,Casablanca,active,2025-09-17 11:45:03.427010,2025-09-17 11:45:03.427010,Merchant 92,electronics,Marrakech,closed,2025-07-20 11:46:47.416889,2025-07-20 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000073,user_00023,merchant_0092,2025-09-23,2267,MAD,3,rejected,2025-09-17,full,Casablanca,active,2025-09-17 11:45:03.427010,2025-09-17 11:45:03.427010,Merchant 92,electronics,Marrakech,closed,2025-07-20 11:46:47.416889,2025-07-20 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000074,user_00023,merchant_0110,2025-11-22,3994,MAD,3,rejected,2025-09-17,full,Casablanca,active,2025-09-17 11:45:03.427010,2025-09-17 11:45:03.427010,Merchant 110,electronics,Rabat,active,2025-11-10 11:46:47.416889,2025-11-10 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000075,user_00023,merchant_0004,2025-09-25,1238,MAD,3,rejected,2025-09-17,full,Casablanca,active,2025-09-17 11:45:03.427010,2025-09-17 11:45:03.427010,Merchant 4,travel,Marrakech,blocked,2025-07-22 11:46:47.416889,2025-07-22 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000076,user_00023,merchant_0097,2025-12-11,1168,MAD,3,approved,2025-09-17,full,Casablanca,active,2025-09-17 11:45:03.427010,2025-09-17 11:45:03.427010,Merchant 97,electronics,Marrakech,active,2025-10-10 11:46:47.416889,2025-10-10 11:46:47.416889,3.0,3,0,0,0.0,2,1,0,0.0
order_000077,user_00024,merchant_0119,2025-12-15,504,MAD,3,rejected,2025-12-11,full,Marrakech,suspended,2025-12-11 11:45:03.427010,2025-12-11 11:45:03.427010,Merchant 119,fashion,Rabat,active,2025-09-27 11:46:47.416889,2025-09-27 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000078,user_00024,merchant_0098,2026-01-27,2394,MAD,3,approved,2025-12-11,full,Marrakech,suspended,2025-12-11 11:45:03.427010,2025-12-11 11:45:03.427010,Merchant 98,electronics,Rabat,active,2025-09-04 11:46:47.416889,2025-09-04 11:46:47.416889,3.0,2,0,1,0.0,2,1,0,0.0
order_000079,user_00025,merchant_0119,2025-11-22,1818,MAD,3,rejected,2025-10-31,basic,Casablanca,active,2025-10-31 11:45:03.427010,2025-10-31 11:45:03.427010,Merchant 119,fashion,Rabat,active,2025-09-27 11:46:47.416889,2025-09-27 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000080,user_00025,merchant_0066,2025-11-13,1903,MAD,3,approved,2025-10-31,basic,Casablanca,active,2025-10-31 11:45:03.427010,2025-10-31 11:45:03.427010,Merchant 66,fashion,Rabat,active,2025-09-07 11:46:47.416889,2025-09-07 11:46:47.416889,3.0,3,0,0,0.0,3,0,0,0.0
order_000081,user_00025,merchant_0003,2025-12-09,1889,MAD,3,approved,2025-10-31,basic,Casablanca,active,2025-10-31 11:45:03.427010,2025-10-31 11:45:03.427010,Merchant 3,travel,Casablanca,active,2025-11-05 11:46:47.416889,2025-11-05 11:46:47.416889,3.0,1,0,2,0.0,1,0,0,0.0
order_000082,user_00026,merchant_0099,2025-12-14,773,MAD,3,rejected,2025-11-26,full,Rabat,active,2025-11-26 11:45:03.427010,2025-11-26 11:45:03.427010,Merchant 99,electronics,Marrakech,active,2025-07-28 11:46:47.416889,2025-07-28 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000083,user_00026,merchant_0011,2026-01-25,1786,MAD,3,rejected,2025-11-26,full,Rabat,active,2025-11-26 11:45:03.427010,2025-11-26 11:45:03.427010,Merchant 11,home,Casablanca,active,2025-08-14 11:46:47.416889,2025-08-14 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000084,user_00026,merchant_0100,2026-01-24,1857,MAD,3,rejected,2025-11-26,full,Rabat,active,2025-11-26 11:45:03.427010,2025-11-26 11:45:03.427010,Merchant 100,electronics,Marrakech,active,2025-07-22 11:46:47.416889,2025-07-22 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000085,user_00027,merchant_0055,2026-01-08,677,MAD,3,rejected,2025-10-28,basic,Casablanca,blocked,2025-10-28 11:45:03.427010,2025-10-28 11:45:03.427010,Merchant 55,travel,Marrakech,active,2025-07-20 11:46:47.416889,2025-07-20 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
order_000086,user_00027,merchant_0095,2025-11-15,2127,MAD,3,rejected,2025-10-28,basic,Casablanca,blocked,2025-10-28 11:45:03.427010,2025-10-28 11:45:03.427010,Merchant 95,electronics,Rabat,active,2025-08-19 11:46:47.416889,2025-08-19 11:46:47.416889,,0,0,0,0.0,0,0,0,0.0
