installment_id,order_id,user_id,merchant_id,installment_number,anchor_date,due_date,status,account_age_days,kyc_level_num,account_status_num,user_trust_score,user_city,late_payment_rate_90d,avg_late_days_90d,max_late_days_90d,on_time_payment_rate_90d,num_active_plans,repayment_severity_score,load_pressure_score,total_orders_30d,avg_order_amount_30d,max_order_amount_30d,sum_order_amount_30d,spend_pressure_score,currency,dispute_count_90d,refund_count_90d,context_friction_score,checkout_start_30d,checkout_success_30d,checkout_abandon_30d,checkout_abandon_rate_30d,checkout_friction_score,merchant_status_num,merchant_dispute_rate_90d,merchant_refund_rate_90d,merchant_risk_score,category,city_merchant,model_id,model_name,proba_late_30d,risk_threshold,is_risky_late,margin_vs_threshold
inst_0000162,order_000097,user_00031,merchant_0034,3,2026-01-17,2026-03-09,unpaid,119.0,2,1,2.5,Casablanca,0.1111111111111111,22.0,22.0,0.8888888888888888,4,2.450401506705961,1.6094379124341005,0,,,,0.0,MAD,1,1,1.5,0,0,0,0.0,0.0,1,0.05,0.0,0.1,travel,Casablanca,uc1_late_payment_risk,LogReg,0.43325838061184224,0.48999999999999994,0,-0.056741619388157694
inst_0000180,order_000110,user_00034,merchant_0010,3,2026-01-17,2026-02-11,unpaid,96.0,1,1,2.0,Marrakech,0.5,17.0,19.0,0.5,4,3.1943323336588803,1.6094379124341005,2,2874.0,2989.0,5748.0,5.241262115298084,MAD,0,0,0.0,2,1,1,0.5,1.6931471805599454,1,0.0,0.0,0.0,travel,Casablanca,uc1_late_payment_risk,LogReg,0.7068210476463549,0.48999999999999994,1,0.21682104764635496
inst_0000214,order_000128,user_00039,merchant_0006,1,2026-01-17,2026-01-30,unpaid,61.0,2,1,2.5,Casablanca,,,,,9,0.8,2.302585092994046,3,2360.6666666666665,3679.0,7082.0,5.4809185631457416,MAD,0,0,0.0,3,2,1,0.3333333333333333,1.359813847226612,1,0.04,0.04,0.12,home,Rabat,uc1_late_payment_risk,LogReg,0.21343462882303801,0.48999999999999994,0,-0.2765653711769619
inst_0000227,order_000134,user_00041,merchant_0014,2,2026-01-17,2026-04-15,unpaid,53.0,1,1,2.0,Rabat,,,,,9,0.8,2.302585092994046,1,1538.0,1538.0,1538.0,4.680591752527306,MAD,0,0,0.0,1,0,1,1.0,2.6931471805599454,1,0.0952380952380952,0.0476190476190476,0.238095238095238,electronics,Marrakech,uc1_late_payment_risk,LogReg,0.28225392502870533,0.48999999999999994,0,-0.2077460749712946
inst_0000234,order_000137,user_00041,merchant_0067,3,2026-01-17,2026-04-20,unpaid,53.0,1,1,2.0,Rabat,,,,,9,0.8,2.302585092994046,1,1538.0,1538.0,1538.0,4.680591752527306,MAD,0,0,0.0,1,0,1,1.0,2.6931471805599454,1,0.05,0.0,0.1,fashion,Rabat,uc1_late_payment_risk,LogReg,0.3579389850901019,0.48999999999999994,0,-0.13206101490989802
inst_0000235,order_000140,user_00042,merchant_0111,1,2026-01-17,2026-01-24,unpaid,53.0,2,1,2.5,Marrakech,,,,,6,0.8,1.9459101490553128,2,1197.5,1634.0,2395.0,4.879083765466056,MAD,0,0,0.0,2,2,0,0.0,0.0,1,0.1,0.05,0.25,travel,Rabat,uc1_late_payment_risk,LogReg,0.17744136752571923,0.48999999999999994,0,-0.31255863247428073
inst_0000241,order_000142,user_00043,merchant_0071,1,2026-01-17,2026-02-10,unpaid,59.0,1,1,2.0,Rabat,,,,,3,0.8,1.3862943611198906,1,996.0,996.0,996.0,4.420109334201081,MAD,0,0,0.0,1,1,0,0.0,0.0,1,0.0,0.0,0.0,travel,Rabat,uc1_late_payment_risk,LogReg,0.4808172139445031,0.48999999999999994,0,-0.009182786055496828
inst_0000243,order_000142,user_00043,merchant_0071,3,2026-01-17,2026-04-11,unpaid,59.0,1,1,2.0,Rabat,,,,,3,0.8,1.3862943611198906,1,996.0,996.0,996.0,4.420109334201081,MAD,0,0,0.0,1,1,0,0.0,0.0,1,0.0,0.0,0.0,travel,Rabat,uc1_late_payment_risk,LogReg,0.4808172139445031,0.48999999999999994,0,-0.009182786055496828
inst_0000273,order_000169,user_00050,merchant_0094,3,2026-01-17,2026-02-21,unpaid,107.0,2,1,2.5,Rabat,0.1428571428571428,5.0,5.0,0.8571428571428571,6,1.582803057031067,1.9459101490553128,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.0625,0.0,0.125,home,Casablanca,uc1_late_payment_risk,LogReg,0.28343078366227253,0.48999999999999994,0,-0.2065692163377274
inst_0000282,order_000174,user_00052,merchant_0035,3,2026-01-17,2026-02-17,unpaid,115.0,2,1,2.5,Rabat,0.1428571428571428,16.0,16.0,0.8571428571428571,5,2.31182076941078,1.791759469228055,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,electronics,Casablanca,uc1_late_payment_risk,LogReg,0.369952516447413,0.48999999999999994,0,-0.12004748355258693
inst_0000284,order_000175,user_00052,merchant_0061,2,2026-01-17,2026-02-01,unpaid,115.0,2,1,2.5,Rabat,0.1428571428571428,16.0,16.0,0.8571428571428571,5,2.31182076941078,1.791759469228055,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,fashion,Casablanca,uc1_late_payment_risk,LogReg,0.39512967117826403,0.48999999999999994,0,-0.0948703288217359
inst_0000294,order_000186,user_00056,merchant_0113,3,2026-01-17,2026-01-18,unpaid,95.0,1,-1,0.0,Casablanca,0.0,0.0,0.0,1.0,1,0.0,0.6931471805599453,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.05,0.0,0.1,travel,Casablanca,uc1_late_payment_risk,LogReg,0.6257842645680283,0.48999999999999994,1,0.13578426456802833
inst_0000312,order_000194,user_00058,merchant_0008,3,2026-01-17,2026-02-17,unpaid,103.0,2,1,2.5,Marrakech,0.0,0.0,0.0,1.0,5,0.0,1.791759469228055,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.1111111111111111,0.1111111111111111,0.3333333333333333,fashion,Marrakech,uc1_late_payment_risk,LogReg,0.30561461339625473,0.48999999999999994,0,-0.1843853866037452
inst_0000348,order_000210,user_00065,merchant_0105,3,2026-01-17,2026-02-21,unpaid,74.0,2,1,2.5,Rabat,0.3333333333333333,15.0,15.0,0.6666666666666666,7,2.7074787722345133,2.079441541679836,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,travel,Rabat,uc1_late_payment_risk,LogReg,0.34145546639313273,0.48999999999999994,0,-0.1485445336068672
inst_0000359,order_000216,user_00066,merchant_0097,2,2026-01-17,2026-01-28,unpaid,55.0,1,-1,0.0,Marrakech,0.0,0.0,0.0,1.0,5,0.0,1.791759469228055,2,1048.0,1285.0,2096.0,4.735020058345783,MAD,0,0,0.0,2,0,2,1.0,3.09861228866811,1,0.0526315789473684,0.0526315789473684,0.1578947368421052,electronics,Marrakech,uc1_late_payment_risk,LogReg,0.30024615751015715,0.48999999999999994,0,-0.18975384248984278
inst_0000382,order_000233,user_00072,merchant_0099,1,2026-01-17,2026-02-10,unpaid,72.0,2,1,2.5,Marrakech,,,,,9,0.8,2.302585092994046,2,1880.5,2029.0,3761.0,5.008919558688744,MAD,0,0,0.0,2,2,0,0.0,0.0,1,0.0,0.0,0.0,electronics,Marrakech,uc1_late_payment_risk,LogReg,0.11343430850227851,0.48999999999999994,0,-0.37656569149772146
inst_0000397,order_000241,user_00076,merchant_0081,1,2026-01-17,2026-03-09,unpaid,44.0,1,1,2.0,Casablanca,,,,,3,0.8,1.3862943611198906,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.0625,0.0625,0.1875,electronics,Rabat,uc1_late_payment_risk,LogReg,0.5921016019578184,0.48999999999999994,1,0.10210160195781842
inst_0000400,order_000242,user_00077,merchant_0119,1,2026-01-17,2026-01-26,unpaid,88.0,1,1,2.0,Casablanca,,,,,3,0.8,1.3862943611198906,1,2508.0,2508.0,2508.0,4.973842600043831,MAD,0,0,0.0,1,1,0,0.0,0.0,1,0.0,0.0,0.0,fashion,Rabat,uc1_late_payment_risk,LogReg,0.6302005805347859,0.48999999999999994,1,0.14020058053478596
inst_0000436,order_000272,user_00088,merchant_0096,1,2026-01-17,2026-03-28,unpaid,46.0,1,1,2.0,Casablanca,0.0,0.0,0.0,1.0,6,0.0,1.9459101490553128,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.0434782608695652,0.0,0.0869565217391304,travel,Rabat,uc1_late_payment_risk,LogReg,0.5173441604128062,0.48999999999999994,1,0.02734416041280624
inst_0000461,order_000291,user_00093,merchant_0012,2,2026-01-17,2026-03-13,unpaid,51.0,2,1,2.5,Marrakech,,,,,14,0.8,2.70805020110221,5,2017.8,3923.0,10089.0,5.681623880102375,MAD,0,0,0.0,5,4,1,0.2,1.0931471805599453,1,0.0476190476190476,0.0476190476190476,0.1428571428571428,electronics,Casablanca,uc1_late_payment_risk,LogReg,0.08402127538451643,0.48999999999999994,0,-0.4059787246154835
inst_0000496,order_000320,user_00104,merchant_0067,1,2026-01-17,2026-02-03,unpaid,44.0,2,1,2.5,Rabat,,,,,5,0.8,1.791759469228055,2,2039.0,2384.0,4078.0,5.105617557460709,MAD,0,0,0.0,2,2,0,0.0,0.0,1,0.05,0.0,0.1,fashion,Rabat,uc1_late_payment_risk,LogReg,0.2621199283570907,0.48999999999999994,0,-0.22788007164290924
inst_0000542,order_000341,user_00110,merchant_0014,2,2026-01-17,2026-02-10,unpaid,45.0,2,1,2.5,Rabat,0.0,0.0,0.0,1.0,8,0.0,2.19722457733622,2,1408.5,2123.0,2817.0,5.036078744884342,MAD,0,0,0.0,2,1,1,0.5,1.6931471805599454,1,0.0952380952380952,0.0476190476190476,0.238095238095238,electronics,Marrakech,uc1_late_payment_risk,LogReg,0.14428153946084676,0.48999999999999994,0,-0.34571846053915317
inst_0000546,order_000344,user_00110,merchant_0070,3,2026-01-17,2026-05-30,unpaid,45.0,2,1,2.5,Rabat,0.0,0.0,0.0,1.0,8,0.0,2.19722457733622,2,1408.5,2123.0,2817.0,5.036078744884342,MAD,0,0,0.0,2,1,1,0.5,1.6931471805599454,1,0.0,0.0,0.0,electronics,Marrakech,uc1_late_payment_risk,LogReg,0.14275533281929248,0.48999999999999994,0,-0.34724466718070746
inst_0000548,order_000345,user_00111,merchant_0056,2,2026-01-17,2026-01-22,unpaid,115.0,2,1,2.5,Casablanca,0.2,15.0,15.0,0.8,6,2.400812105567847,1.9459101490553128,0,,,,0.0,MAD,1,0,1.0,0,0,0,0.0,0.0,1,0.0454545454545454,0.0,0.0909090909090909,home,Marrakech,uc1_late_payment_risk,LogReg,0.33060695552837044,0.48999999999999994,0,-0.1593930444716295
inst_0000576,order_000360,user_00116,merchant_0112,3,2026-01-17,2026-03-22,unpaid,46.0,2,1,2.5,Marrakech,0.0,0.0,0.0,1.0,14,0.0,2.70805020110221,2,2611.5,2730.0,5223.0,5.186898788351467,MAD,0,0,0.0,2,2,0,0.0,0.0,1,0.04,0.04,0.12,travel,Rabat,uc1_late_payment_risk,LogReg,0.10848883260222135,0.48999999999999994,0,-0.38151116739777857
inst_0000579,order_000361,user_00116,merchant_0088,3,2026-01-17,2026-03-11,unpaid,46.0,2,1,2.5,Marrakech,0.0,0.0,0.0,1.0,14,0.0,2.70805020110221,2,2611.5,2730.0,5223.0,5.186898788351467,MAD,0,0,0.0,2,2,0,0.0,0.0,1,0.0,0.0,0.0,fashion,Marrakech,uc1_late_payment_risk,LogReg,0.07944510882783734,0.48999999999999994,0,-0.4105548911721626
inst_0000621,order_000381,user_00121,merchant_0020,3,2026-01-17,2026-02-15,unpaid,71.0,2,1,2.5,Marrakech,0.0,0.0,0.0,1.0,7,0.0,2.079441541679836,1,2045.0,2045.0,2045.0,4.851444040130921,MAD,0,0,0.0,1,1,0,0.0,0.0,1,0.0384615384615384,0.0,0.0769230769230769,electronics,Casablanca,uc1_late_payment_risk,LogReg,0.19224392261214598,0.48999999999999994,0,-0.2977560773878539
inst_0000647,order_000393,user_00128,merchant_0097,2,2026-01-17,2026-01-22,unpaid,79.0,2,1,2.5,Casablanca,0.0,0.0,0.0,1.0,4,0.0,1.6094379124341005,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.0526315789473684,0.0526315789473684,0.1578947368421052,electronics,Marrakech,uc1_late_payment_risk,LogReg,0.2852460071709703,0.48999999999999994,0,-0.20475399282902962
inst_0000650,order_000394,user_00128,merchant_0016,2,2026-01-17,2026-02-07,unpaid,79.0,2,1,2.5,Casablanca,0.0,0.0,0.0,1.0,4,0.0,1.6094379124341005,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.0714285714285714,0.0,0.1428571428571428,electronics,Rabat,uc1_late_payment_risk,LogReg,0.33157860169782644,0.48999999999999994,0,-0.1584213983021735
inst_0000656,order_000398,user_00129,merchant_0010,2,2026-01-17,2026-01-26,unpaid,55.0,1,1,2.0,Rabat,0.0,0.0,0.0,1.0,8,0.0,2.19722457733622,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,travel,Casablanca,uc1_late_payment_risk,LogReg,0.4581399599512524,0.48999999999999994,0,-0.03186004004874754
inst_0000684,order_000414,user_00135,merchant_0013,3,2026-01-17,2026-03-10,unpaid,52.0,1,1,2.0,Casablanca,0.5,5.0,5.0,0.5,7,2.4042316284596383,2.079441541679836,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,fashion,Rabat,uc1_late_payment_risk,LogReg,0.5105808559644949,0.48999999999999994,1,0.020580855964494937
inst_0000738,order_000454,user_00147,merchant_0048,3,2026-01-17,2026-02-19,unpaid,106.0,2,1,2.5,Casablanca,0.0,0.0,0.0,1.0,5,0.0,1.791759469228055,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.0526315789473684,0.0526315789473684,0.1578947368421052,fashion,Marrakech,uc1_late_payment_risk,LogReg,0.298598169216905,0.48999999999999994,0,-0.19140183078309492
inst_0000741,order_000457,user_00148,merchant_0106,3,2026-01-17,2026-01-17,unpaid,110.0,1,-1,0.0,Casablanca,0.0,0.0,0.0,1.0,1,0.0,0.6931471805599453,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.0588235294117647,0.0,0.1176470588235294,fashion,Rabat,uc1_late_payment_risk,LogReg,0.6466710287552726,0.48999999999999994,1,0.15667102875527267
inst_0000771,order_000473,user_00155,merchant_0043,3,2026-01-17,2026-04-04,unpaid,83.0,1,1,2.0,Marrakech,,,,,3,0.8,1.3862943611198906,2,1427.5,1585.0,2855.0,4.86082715678412,MAD,0,0,0.0,2,1,1,0.5,1.6931471805599454,1,0.0476190476190476,0.0,0.0952380952380952,travel,Casablanca,uc1_late_payment_risk,LogReg,0.521328872811674,0.48999999999999994,1,0.03132887281167401
inst_0000773,order_000478,user_00156,merchant_0048,2,2026-01-17,2026-04-25,unpaid,39.0,2,1,2.5,Casablanca,,,,,9,0.8,2.302585092994046,1,884.0,884.0,884.0,4.348611459228736,MAD,0,0,0.0,1,1,0,0.0,0.0,1,0.0526315789473684,0.0526315789473684,0.1578947368421052,fashion,Marrakech,uc1_late_payment_risk,LogReg,0.09051137207090773,0.48999999999999994,0,-0.39948862792909223
inst_0000776,order_000479,user_00156,merchant_0086,2,2026-01-17,2026-03-30,unpaid,39.0,2,1,2.5,Casablanca,,,,,9,0.8,2.302585092994046,1,884.0,884.0,884.0,4.348611459228736,MAD,0,0,0.0,1,1,0,0.0,0.0,1,0.1111111111111111,0.0555555555555555,0.2777777777777778,travel,Rabat,uc1_late_payment_risk,LogReg,0.11890268975743759,0.48999999999999994,0,-0.3710973102425623
inst_0000780,order_000480,user_00156,merchant_0001,3,2026-01-17,2026-04-07,unpaid,39.0,2,1,2.5,Casablanca,,,,,9,0.8,2.302585092994046,1,884.0,884.0,884.0,4.348611459228736,MAD,0,0,0.0,1,1,0,0.0,0.0,1,0.0,0.0,0.0,fashion,Marrakech,uc1_late_payment_risk,LogReg,0.08803632242745052,0.48999999999999994,0,-0.4019636775725494
inst_0000790,order_000488,user_00159,merchant_0101,1,2026-01-17,2026-01-20,unpaid,91.0,2,-1,0.5,Casablanca,,,,,3,0.8,1.3862943611198906,2,2066.0,3791.0,4132.0,5.383834233492192,MAD,1,1,1.5,2,1,1,0.5,1.6931471805599454,1,0.0666666666666666,0.0666666666666666,0.2,fashion,Rabat,uc1_late_payment_risk,LogReg,0.45079302431157653,0.48999999999999994,0,-0.03920697568842341
inst_0000791,order_000488,user_00159,merchant_0101,2,2026-01-17,2026-02-19,unpaid,91.0,2,-1,0.5,Casablanca,,,,,3,0.8,1.3862943611198906,2,2066.0,3791.0,4132.0,5.383834233492192,MAD,1,1,1.5,2,1,1,0.5,1.6931471805599454,1,0.0666666666666666,0.0666666666666666,0.2,fashion,Rabat,uc1_late_payment_risk,LogReg,0.45079302431157653,0.48999999999999994,0,-0.03920697568842341
inst_0000825,order_000508,user_00165,merchant_0064,3,2026-01-17,2026-01-25,unpaid,116.0,2,1,2.5,Casablanca,0.4,7.0,11.0,0.6,4,2.456702100797518,1.6094379124341005,0,,,,0.0,MAD,2,1,2.5,0,0,0,0.0,0.0,1,0.0526315789473684,0.0526315789473684,0.1578947368421052,travel,Casablanca,uc1_late_payment_risk,LogReg,0.5262613468727507,0.48999999999999994,1,0.03626134687275079
inst_0000869,order_000529,user_00172,merchant_0107,2,2026-01-17,2026-01-20,unpaid,112.0,2,1,2.5,Casablanca,0.0,0.0,0.0,1.0,2,0.0,1.0986122886681098,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.05,0.05,0.15,fashion,Casablanca,uc1_late_payment_risk,LogReg,0.4198449913229988,0.48999999999999994,0,-0.07015500867700114
inst_0000873,order_000530,user_00173,merchant_0096,3,2026-01-17,2026-04-18,unpaid,46.0,2,1,2.5,Marrakech,,,,,9,0.8,2.302585092994046,1,2896.0,2896.0,2896.0,5.060117470885588,MAD,0,0,0.0,1,1,0,0.0,0.0,1,0.0434782608695652,0.0,0.0869565217391304,travel,Rabat,uc1_late_payment_risk,LogReg,0.24581858896927286,0.48999999999999994,0,-0.24418141103072707
inst_0000887,order_000537,user_00175,merchant_0001,2,2026-01-17,2026-02-20,unpaid,75.0,2,1,2.5,Rabat,0.5,5.0,5.0,0.5,7,2.4042316284596383,2.079441541679836,1,3105.0,3105.0,3105.0,5.101913474449158,MAD,0,0,0.0,1,1,0,0.0,0.0,1,0.0,0.0,0.0,fashion,Marrakech,uc1_late_payment_risk,LogReg,0.3073530876381169,0.48999999999999994,0,-0.18264691236188302
inst_0000890,order_000538,user_00175,merchant_0091,2,2026-01-17,2026-03-22,unpaid,75.0,2,1,2.5,Rabat,0.5,5.0,5.0,0.5,7,2.4042316284596383,2.079441541679836,1,3105.0,3105.0,3105.0,5.101913474449158,MAD,0,0,0.0,1,1,0,0.0,0.0,1,0.0714285714285714,0.0714285714285714,0.2142857142857142,travel,Casablanca,uc1_late_payment_risk,LogReg,0.36629122845698614,0.48999999999999994,0,-0.1237087715430138
inst_0000902,order_000545,user_00179,merchant_0053,2,2026-01-17,2026-01-25,unpaid,106.0,2,1,2.5,Casablanca,0.0,0.0,0.0,1.0,6,0.0,1.9459101490553128,1,2330.0,2330.0,2330.0,4.929690455645432,MAD,1,1,1.5,1,1,0,0.0,0.0,1,0.1428571428571428,0.0952380952380952,0.3809523809523809,travel,Marrakech,uc1_late_payment_risk,LogReg,0.2705597774844848,0.48999999999999994,0,-0.21944022251551515
inst_0000911,order_000554,user_00181,merchant_0021,2,2026-01-17,2026-02-10,unpaid,46.0,2,1,2.5,Casablanca,0.0,0.0,0.0,1.0,9,0.0,2.302585092994046,1,1084.0,1084.0,1084.0,4.470860031808714,MAD,0,0,0.0,1,0,1,1.0,2.6931471805599454,1,0.1,0.1,0.3,travel,Marrakech,uc1_late_payment_risk,LogReg,0.11407634224210737,0.48999999999999994,0,-0.37592365775789255
inst_0000951,order_000576,user_00190,merchant_0111,3,2026-01-17,2026-04-15,unpaid,39.0,2,1,2.5,Casablanca,,,,,6,0.8,1.9459101490553128,1,1696.0,1696.0,1696.0,4.739229231364514,MAD,0,0,0.0,1,1,0,0.0,0.0,1,0.1,0.05,0.25,travel,Rabat,uc1_late_payment_risk,LogReg,0.22566707351903822,0.48999999999999994,0,-0.26433292648096174
inst_0000961,order_000582,user_00192,merchant_0115,1,2026-01-17,2026-02-12,unpaid,44.0,2,1,2.5,Rabat,,,,,6,0.8,1.9459101490553128,2,1705.0,2611.0,3410.0,5.160167809705037,MAD,0,0,0.0,2,2,0,0.0,0.0,1,0.0714285714285714,0.0,0.1428571428571428,home,Casablanca,uc1_late_payment_risk,LogReg,0.17278366832022113,0.48999999999999994,0,-0.3172163316797788
inst_0000989,order_000605,user_00198,merchant_0059,2,2026-01-17,2026-04-08,unpaid,57.0,2,1,2.5,Rabat,0.0,0.0,0.0,1.0,8,0.0,2.19722457733622,0,,,,0.0,MAD,0,0,0.0,0,0,0,0.0,0.0,1,0.0625,0.0625,0.1875,fashion,Casablanca,uc1_late_payment_risk,LogReg,0.24340077806033047,0.48999999999999994,0,-0.24659922193966946
